adjusted_rand_score,parameters,model_hyperparameters
0.16744993168063632,"{'binarize': True, 'percentile': 9, 'word_level_threshold': False, 'score_path': 'en-en'}","{'threshold_cc': 0.4874983409351179, 'max_attempts': 2000, 'max_iters': 50000, 'max_senses': 10}"
0.47547898255103427,"{'binarize': False, 'percentile': 0, 'word_level_threshold': False, 'score_path': 'rusemshift-finetune'}","{'threshold_cc': 0.5132412683336636, 'max_attempts': 2000, 'max_iters': 50000, 'max_senses': 10}"
0.5760457513334357,"{'binarize': False, 'percentile': 0, 'word_level_threshold': False, 'score_path': 'rusemshift-train'}","{'threshold_cc': 0.48032299530612566, 'max_attempts': 2000, 'max_iters': 50000, 'max_senses': 10}"
0.4929236550367369,"{'binarize': False, 'percentile': 0, 'word_level_threshold': False, 'score_path': 'ru-ru'}","{'threshold_cc': 0.47635841415257474, 'max_attempts': 2000, 'max_iters': 50000, 'max_senses': 10}"
0.5345903217034036,"{'binarize': False, 'percentile': 0, 'word_level_threshold': False, 'score_path': 'en-en'}","{'threshold_cc': 0.4874983409351179, 'max_attempts': 2000, 'max_iters': 50000, 'max_senses': 10}"
0.5210282490449387,"{'binarize': False, 'percentile': 1, 'word_level_threshold': False, 'score_path': 'rusemshift-finetune'}","{'threshold_cc': 0.5132412683336636, 'max_attempts': 2000, 'max_iters': 50000, 'max_senses': 10}"
0.5989432635000936,"{'binarize': False, 'percentile': 1, 'word_level_threshold': False, 'score_path': 'rusemshift-train'}","{'threshold_cc': 0.48032299530612566, 'max_attempts': 2000, 'max_iters': 50000, 'max_senses': 10}"
0.5569987477997552,"{'binarize': False, 'percentile': 1, 'word_level_threshold': False, 'score_path': 'ru-ru'}","{'threshold_cc': 0.47635841415257474, 'max_attempts': 2000, 'max_iters': 50000, 'max_senses': 10}"
0.6168674454350986,"{'binarize': False, 'percentile': 1, 'word_level_threshold': False, 'score_path': 'en-en'}","{'threshold_cc': 0.4874983409351179, 'max_attempts': 2000, 'max_iters': 50000, 'max_senses': 10}"
0.3910488797126235,"{'binarize': False, 'percentile': 2, 'word_level_threshold': False, 'score_path': 'rusemshift-finetune'}","{'threshold_cc': 0.5132412683336636, 'max_attempts': 2000, 'max_iters': 50000, 'max_senses': 10}"
0.5470450806568358,"{'binarize': False, 'percentile': 2, 'word_level_threshold': False, 'score_path': 'rusemshift-train'}","{'threshold_cc': 0.48032299530612566, 'max_attempts': 2000, 'max_iters': 50000, 'max_senses': 10}"
0.4929236550367369,"{'binarize': False, 'percentile': 2, 'word_level_threshold': False, 'score_path': 'ru-ru'}","{'threshold_cc': 0.47635841415257474, 'max_attempts': 2000, 'max_iters': 50000, 'max_senses': 10}"
0.5317927766471438,"{'binarize': False, 'percentile': 2, 'word_level_threshold': False, 'score_path': 'en-en'}","{'threshold_cc': 0.4874983409351179, 'max_attempts': 2000, 'max_iters': 50000, 'max_senses': 10}"
0.47547898255103427,"{'binarize': False, 'percentile': 3, 'word_level_threshold': False, 'score_path': 'rusemshift-finetune'}","{'threshold_cc': 0.5132412683336636, 'max_attempts': 2000, 'max_iters': 50000, 'max_senses': 10}"
0.5696564892127325,"{'binarize': False, 'percentile': 3, 'word_level_threshold': False, 'score_path': 'rusemshift-train'}","{'threshold_cc': 0.48032299530612566, 'max_attempts': 2000, 'max_iters': 50000, 'max_senses': 10}"
0.5332852736447758,"{'binarize': False, 'percentile': 3, 'word_level_threshold': False, 'score_path': 'ru-ru'}","{'threshold_cc': 0.47635841415257474, 'max_attempts': 2000, 'max_iters': 50000, 'max_senses': 10}"
0.5215358041209255,"{'binarize': False, 'percentile': 3, 'word_level_threshold': False, 'score_path': 'en-en'}","{'threshold_cc': 0.4874983409351179, 'max_attempts': 2000, 'max_iters': 50000, 'max_senses': 10}"
0.49021611142889193,"{'binarize': False, 'percentile': 4, 'word_level_threshold': False, 'score_path': 'rusemshift-finetune'}","{'threshold_cc': 0.5132412683336636, 'max_attempts': 2000, 'max_iters': 50000, 'max_senses': 10}"
0.564559306761999,"{'binarize': False, 'percentile': 4, 'word_level_threshold': False, 'score_path': 'rusemshift-train'}","{'threshold_cc': 0.48032299530612566, 'max_attempts': 2000, 'max_iters': 50000, 'max_senses': 10}"
0.5381694387632667,"{'binarize': False, 'percentile': 4, 'word_level_threshold': False, 'score_path': 'ru-ru'}","{'threshold_cc': 0.47635841415257474, 'max_attempts': 2000, 'max_iters': 50000, 'max_senses': 10}"
0.5498204263473659,"{'binarize': False, 'percentile': 4, 'word_level_threshold': False, 'score_path': 'en-en'}","{'threshold_cc': 0.4874983409351179, 'max_attempts': 2000, 'max_iters': 50000, 'max_senses': 10}"
0.4996700438020623,"{'binarize': False, 'percentile': 5, 'word_level_threshold': False, 'score_path': 'rusemshift-finetune'}","{'threshold_cc': 0.5132412683336636, 'max_attempts': 2000, 'max_iters': 50000, 'max_senses': 10}"
0.39322589149581955,"{'binarize': False, 'percentile': 5, 'word_level_threshold': False, 'score_path': 'rusemshift-train'}","{'threshold_cc': 0.48032299530612566, 'max_attempts': 2000, 'max_iters': 50000, 'max_senses': 10}"
0.4036246880521422,"{'binarize': False, 'percentile': 5, 'word_level_threshold': False, 'score_path': 'ru-ru'}","{'threshold_cc': 0.47635841415257474, 'max_attempts': 2000, 'max_iters': 50000, 'max_senses': 10}"
0.4198222800280268,"{'binarize': False, 'percentile': 5, 'word_level_threshold': False, 'score_path': 'en-en'}","{'threshold_cc': 0.4874983409351179, 'max_attempts': 2000, 'max_iters': 50000, 'max_senses': 10}"
0.42330750698435593,"{'binarize': False, 'percentile': 6, 'word_level_threshold': False, 'score_path': 'rusemshift-finetune'}","{'threshold_cc': 0.5132412683336636, 'max_attempts': 2000, 'max_iters': 50000, 'max_senses': 10}"
0.3427834697959709,"{'binarize': False, 'percentile': 6, 'word_level_threshold': False, 'score_path': 'rusemshift-train'}","{'threshold_cc': 0.48032299530612566, 'max_attempts': 2000, 'max_iters': 50000, 'max_senses': 10}"
0.35830139954196727,"{'binarize': False, 'percentile': 6, 'word_level_threshold': False, 'score_path': 'ru-ru'}","{'threshold_cc': 0.47635841415257474, 'max_attempts': 2000, 'max_iters': 50000, 'max_senses': 10}"
0.3651315429394328,"{'binarize': False, 'percentile': 6, 'word_level_threshold': False, 'score_path': 'en-en'}","{'threshold_cc': 0.4874983409351179, 'max_attempts': 2000, 'max_iters': 50000, 'max_senses': 10}"
0.31471946545021656,"{'binarize': False, 'percentile': 7, 'word_level_threshold': False, 'score_path': 'rusemshift-finetune'}","{'threshold_cc': 0.5132412683336636, 'max_attempts': 2000, 'max_iters': 50000, 'max_senses': 10}"
0.32047034281501624,"{'binarize': False, 'percentile': 7, 'word_level_threshold': False, 'score_path': 'rusemshift-train'}","{'threshold_cc': 0.48032299530612566, 'max_attempts': 2000, 'max_iters': 50000, 'max_senses': 10}"
0.22697354277136575,"{'binarize': False, 'percentile': 7, 'word_level_threshold': False, 'score_path': 'ru-ru'}","{'threshold_cc': 0.47635841415257474, 'max_attempts': 2000, 'max_iters': 50000, 'max_senses': 10}"
0.25543982282736316,"{'binarize': False, 'percentile': 7, 'word_level_threshold': False, 'score_path': 'en-en'}","{'threshold_cc': 0.4874983409351179, 'max_attempts': 2000, 'max_iters': 50000, 'max_senses': 10}"
0.18424722148149528,"{'binarize': False, 'percentile': 8, 'word_level_threshold': False, 'score_path': 'rusemshift-finetune'}","{'threshold_cc': 0.5132412683336636, 'max_attempts': 2000, 'max_iters': 50000, 'max_senses': 10}"
0.24200984578290807,"{'binarize': False, 'percentile': 8, 'word_level_threshold': False, 'score_path': 'rusemshift-train'}","{'threshold_cc': 0.48032299530612566, 'max_attempts': 2000, 'max_iters': 50000, 'max_senses': 10}"
0.22284658324394735,"{'binarize': False, 'percentile': 8, 'word_level_threshold': False, 'score_path': 'ru-ru'}","{'threshold_cc': 0.47635841415257474, 'max_attempts': 2000, 'max_iters': 50000, 'max_senses': 10}"
0.20698688720166292,"{'binarize': False, 'percentile': 8, 'word_level_threshold': False, 'score_path': 'en-en'}","{'threshold_cc': 0.4874983409351179, 'max_attempts': 2000, 'max_iters': 50000, 'max_senses': 10}"
0.0934356533954757,"{'binarize': False, 'percentile': 9, 'word_level_threshold': False, 'score_path': 'rusemshift-finetune'}","{'threshold_cc': 0.5132412683336636, 'max_attempts': 2000, 'max_iters': 50000, 'max_senses': 10}"
0.14935133598226155,"{'binarize': False, 'percentile': 9, 'word_level_threshold': False, 'score_path': 'rusemshift-train'}","{'threshold_cc': 0.48032299530612566, 'max_attempts': 2000, 'max_iters': 50000, 'max_senses': 10}"
0.13808562960916815,"{'binarize': False, 'percentile': 9, 'word_level_threshold': False, 'score_path': 'ru-ru'}","{'threshold_cc': 0.47635841415257474, 'max_attempts': 2000, 'max_iters': 50000, 'max_senses': 10}"
0.16744993168063632,"{'binarize': False, 'percentile': 9, 'word_level_threshold': False, 'score_path': 'en-en'}","{'threshold_cc': 0.4874983409351179, 'max_attempts': 2000, 'max_iters': 50000, 'max_senses': 10}"
