identifier1	identifier2	annotator	judgment	comment	lemma	round
bib19227462_18950806_147640_180_0003_alto.xml-153-14	bib15761570_18951128_146176_196_0003_alto.xml-167-29	annotator2	1.0	 	krita	3
bib19223423_18280726_145063_60_0002_alto.xml-4-31	bib15650814_18950614_146365_137_0003_alto.xml-15-13	annotator2	1.0	 	krita	3
bib15650814_18950527_146365_122_0003_alto.xml-36-13	bib13506739_18200703_144030_150_0006_alto.xml-1-22	annotator2	1.0	 	krita	3
bib11653838_19000112_147024_2_0001_alto.xml-61-126	bib13506739_18201106_144030_258_0011_alto.xml-3-1	annotator2	4.0	 	krita	3
bib11653828_17980328_144028_72_0002_alto.xml-4-34	bib15650814_18950527_146365_122_0003_alto.xml-36-13	annotator2	1.0	 	krita	3
bib15650837_18020717_146391_57_0004_alto.xml-1-21	bib13506739_18190707_144030_153_0007_alto.xml-0-2	annotator2	4.0	 	krita	3
bib19227291_18961205_145289_147_0002_alto.xml-115-19	bib15650814_18950527_146365_122_0003_alto.xml-36-13	annotator2	4.0	 	krita	3
bib19225772_18100815_148004_92_0003_alto.xml-2-19	bib11653838_19020725_147024_30_0004_alto.xml-138-10	annotator2	1.0	 	krita	3
bib15650835_18950618_146472_52_0004_alto.xml-46-13	bib15650814_18950121_146365_18_0002_alto.xml-27-13	annotator2	1.0	 	krita	3
bib19277277_18260905_147682_205_0001_alto.xml-1-45	bib11653790_18990530_145648_41_0004_alto.xml-79-37	annotator2	1.0	 	krita	3
bib19227462_18950806_147640_180_0003_alto.xml-153-14	bib13506739_18110411_144030_85_0006_alto.xml-5-14	annotator2	3.0	 	krita	3
bib19277277_18260905_147682_205_0001_alto.xml-1-45	bib19225772_18091013_148004_117_0001_alto.xml-10-22	annotator2	4.0	 	krita	3
bib15978012_18950911_148361_211_0003_alto.xml-38-9	bib15761570_18951128_146176_196_0003_alto.xml-167-29	annotator3	2.0	 	krita	3
bib11653830_18950408_146968_41_0002_alto.xml-6-22	bib11653838_19020725_147024_30_0004_alto.xml-138-10	annotator3	4.0	 	krita	3
bib11653806_18030126_145120_9_0002_alto.xml-0-38	bib15873371_18950524_145112_139_0003_alto.xml-129-31	annotator3	2.0	 	krita	3
bib15650814_18950527_146365_122_0003_alto.xml-36-13	bib13506739_18200703_144030_150_0006_alto.xml-1-22	annotator3	2.0	 	krita	3
bib15761570_18950307_146176_42_0003_alto.xml-145-1	bib11653828_18081209_144028_287_0002_alto.xml-16-12	annotator3	2.0	 	krita	3
bib15650835_18950618_146472_52_0004_alto.xml-46-13	bib15650814_18950121_146365_18_0002_alto.xml-27-13	annotator3	2.0	 	krita	3
bib15650814_18950910_146365_211_0004_alto.xml-14-10	bib15650814_18950121_146365_18_0002_alto.xml-27-13	annotator3	4.0	 	krita	3
bib13506739_18201020_144030_244_0009_alto.xml-4-2	bib19225772_18280813_148004_92_0003_alto.xml-6-3	annotator3	1.0	 	krita	3
bib15873371_18950424_145112_110_0003_alto.xml-105-25	bib11653838_19020725_147024_30_0004_alto.xml-138-10	annotator3	4.0	 	krita	3
bib15760690_18951012_145050_157_0001_alto.xml-63-0	bib15761570_18951128_146176_196_0003_alto.xml-167-29	annotator3	2.0	 	krita	3
bib11653811_19020929_145317_149_0004_alto.xml-50-15	bib11653790_18990530_145648_41_0004_alto.xml-79-37	annotator3	2.0	 	krita	3
bib19225758_18950516_144022_113_0003_alto.xml-16-7	bib11653811_19031118_145317_179_0002_alto.xml-36-47	annotator3	4.0	 	krita	3
bib15761570_18950822_146176_138_0004_alto.xml-71-20	bib15873371_18950524_145112_139_0003_alto.xml-129-31	annotator3	2.0	 	krita	3
bib11653828_17980328_144028_72_0002_alto.xml-4-34	bib13506739_18160618_144030_139_0006_alto.xml-18-1	annotator3	4.0	 	krita	3
bib15761570_18950307_146176_42_0003_alto.xml-145-1	bib11653790_18990530_145648_41_0004_alto.xml-79-37	annotator3	4.0	 	krita	3
bib19225772_18100815_148004_92_0003_alto.xml-2-19	bib11653838_19020725_147024_30_0004_alto.xml-138-10	annotator3	2.0	 	krita	3
bib19223423_18281210_145063_99_0002_alto.xml-4-7	bib19225772_18230604_148004_62_0003_alto.xml-11-10	annotator3	3.0	 	krita	3
bib15760690_18950223_145050_31_0001_alto.xml-2-0	bib19225772_18020526_148004_59_0004_alto.xml-1-26	annotator3	4.0	 	krita	3
bib19223423_18300807_145063_63_0003_alto.xml-6-7	bib19277277_18300324_147682_69_0005_alto.xml-40-38	annotator3	3.0	 	krita	3
bib11653825_18130302_145134_27_0004_alto.xml-0-3	bib11653830_18960113_146968_4_0004_alto.xml-162-8	annotator3	4.0	 	krita	3
bib15975090_18950404_148377_40_0003_alto.xml-113-8	bib11653806_18111113_145120_131_0002_alto.xml-0-57	annotator3	3.0	 	krita	3
bib19225758_18950803_144022_178_0003_alto.xml-63-0	bib19223423_18280531_145063_44_0003_alto.xml-7-10	annotator3	3.0	 	krita	3
bib15975090_18950404_148377_40_0003_alto.xml-113-8	bib15873371_18950424_145112_110_0003_alto.xml-105-25	annotator3	2.0	 	krita	3
bib15650837_18020717_146391_57_0004_alto.xml-1-21	bib15873371_18950424_145112_110_0003_alto.xml-105-25	annotator3	2.0	 	krita	3
bib13506739_18200502_144030_100_0007_alto.xml-4-42	bib11653806_18030126_145120_9_0002_alto.xml-0-38	annotator3	4.0	 	krita	3
bib15650814_18950910_146365_211_0004_alto.xml-14-10	bib15650835_18960328_146472_49_0004_alto.xml-11-12	annotator3	2.0	 	krita	3
bib19227462_18950806_147640_180_0003_alto.xml-153-14	bib15761570_18951128_146176_196_0003_alto.xml-167-29	annotator3	2.0	 	krita	3
bib19225772_18240622_148004_70_0003_alto.xml-3-19	bib11653838_19001207_147024_49_0002_alto.xml-184-11	annotator3	3.0	 	krita	3
bib19227462_18950828_147640_199_0003_alto.xml-73-20	bib15650814_18950614_146365_137_0003_alto.xml-15-13	annotator4	0.0	 	krita	3
bib15650814_18950527_146365_122_0003_alto.xml-36-13	bib15650814_18950903_146365_205_0004_alto.xml-119-16	annotator4	0.0	 	krita	3
bib15650814_18950527_146365_122_0003_alto.xml-36-13	bib13506739_18200703_144030_150_0006_alto.xml-1-22	annotator4	0.0	 	krita	3
bib19225772_18100815_148004_92_0003_alto.xml-2-19	bib11653828_18081209_144028_287_0002_alto.xml-16-12	annotator4	0.0	 	krita	3
bib15761570_18950822_146176_138_0004_alto.xml-71-20	bib15873936_18950720_147385_84_0004_alto.xml-13-61	annotator4	4.0	 	krita	3
bib11653790_18990530_145648_41_0004_alto.xml-79-37	bib15873371_18950524_145112_139_0003_alto.xml-129-31	annotator4	0.0	 	krita	3
bib11653830_18961123_146968_94_0003_alto.xml-138-8	bib11653838_19001207_147024_49_0002_alto.xml-184-11	annotator4	1.0	 	krita	3
bib15650814_18950527_146365_122_0003_alto.xml-36-13	bib11653828_17970412_144028_84_0001_alto.xml-4-8	annotator4	0.0	 	krita	3
bib19277277_18260905_147682_205_0001_alto.xml-1-45	bib19225772_18091013_148004_117_0001_alto.xml-10-22	annotator4	0.0	 	krita	3
bib19277277_18300324_147682_69_0005_alto.xml-40-38	bib15650814_18950903_146365_205_0004_alto.xml-119-16	annotator4	1.0	 	krita	3
bib19277277_18300324_147682_69_0005_alto.xml-40-38	bib11653825_18130302_145134_27_0004_alto.xml-0-3	annotator4	3.0	 	krita	3
bib19225758_18950506_144022_104_0002_alto.xml-179-27	bib15650814_18950527_146365_122_0003_alto.xml-36-13	annotator4	0.0	 	krita	3
bib13506739_18201020_144030_244_0009_alto.xml-4-2	bib19225772_18280813_148004_92_0003_alto.xml-6-3	annotator4	0.0	 	krita	3
bib15650814_18950710_146365_158_0003_alto.xml-50-38	bib15650814_18951219_146365_297_0013_alto.xml-13-43	annotator4	3.0	 	krita	3
bib11653830_18960113_146968_4_0004_alto.xml-162-8	bib19223423_18280726_145063_60_0002_alto.xml-4-31	annotator4	0.0	 	krita	3
bib19277277_18300324_147682_69_0005_alto.xml-40-38	bib19227462_18950828_147640_199_0003_alto.xml-73-20	annotator4	0.0	 	krita	3
bib19223423_18281210_145063_99_0002_alto.xml-4-7	bib19225772_18230604_148004_62_0003_alto.xml-11-10	annotator4	4.0	 	krita	3
bib13506739_18201020_144030_244_0009_alto.xml-4-2	bib11653838_19020725_147024_30_0004_alto.xml-138-10	annotator4	0.0	 	krita	3
bib19277277_18300324_147682_69_0005_alto.xml-40-38	bib19277180_18951219_147374_103_0001_alto.xml-34-8	annotator4	2.0	 	krita	3
bib11653811_19031010_145317_157_0002_alto.xml-84-0	bib15650814_18950121_146365_18_0002_alto.xml-27-13	annotator4	0.0	 	krita	3
bib19349359_18950406_148383_41_0003_alto.xml-149-8	bib15650814_18950527_146365_122_0003_alto.xml-36-13	annotator4	0.0	 	krita	3
bib13506739_18031024_144030_242_0006_alto.xml-0-2	bib13506739_18181207_144030_283_0012_alto.xml-8-7	annotator4	0.0	 	krita	3
bib15650814_18950527_146365_122_0003_alto.xml-36-13	bib19277277_18950930_147683_266_0004_alto.xml-54-25	annotator4	0.0	 	krita	3
bib19227306_18300421_147700_16_0001_alto.xml-10-64	bib15650814_18950527_146365_122_0003_alto.xml-36-13	annotator4	0.0	 	krita	3
bib11653811_18970917_145317_143_0003_alto.xml-100-21	bib15869824_18960606_145700_45_0003_alto.xml-116-45	annotator4	2.0	 	krita	3
bib19227462_18950828_147640_199_0003_alto.xml-73-20	bib13506739_18240526_144030_121_0011_alto.xml-19-22	annotator4	3.0	 	krita	3
bib15873936_18960519_147385_58_0004_alto.xml-28-29	bib11653828_18081209_144028_287_0002_alto.xml-16-12	annotator4	3.0	 	krita	3
bib13506739_18200502_144030_100_0007_alto.xml-4-42	bib11653828_18081209_144028_287_0002_alto.xml-16-12	annotator4	4.0	 	krita	3
bib15650814_18950910_146365_211_0004_alto.xml-14-10	bib15650835_18960328_146472_49_0004_alto.xml-11-12	annotator4	0.0	 	krita	3
bib15650835_18960328_146472_49_0004_alto.xml-11-12	bib15650837_18951005_146391_232_0007_alto.xml-129-14	annotator4	3.0	 	krita	3
bib19227462_18950828_147640_199_0003_alto.xml-73-20	bib15650837_18060712_146391_55_0004_alto.xml-3-36	annotator4	4.0	 	krita	3
bib15760690_18951012_145050_157_0001_alto.xml-63-0	bib11653825_18130302_145134_27_0004_alto.xml-0-3	annotator4	4.0	 	krita	3
bib15761570_18951128_146176_196_0003_alto.xml-167-29	bib15650814_18950121_146365_18_0002_alto.xml-27-13	annotator4	0.0	 	krita	3
bib15650835_18950618_146472_52_0004_alto.xml-46-13	bib19225772_18070605_148004_62_0003_alto.xml-5-30	annotator4	4.0	 	krita	3
bib15650837_18060712_146391_55_0004_alto.xml-3-36	bib13506739_18190707_144030_153_0007_alto.xml-0-2	annotator4	4.0	 	krita	3
bib19227462_18950828_147640_199_0003_alto.xml-73-20	bib19223423_18300807_145063_63_0003_alto.xml-6-7	annotator4	3.0	 	krita	3
bib19225772_18100815_148004_92_0003_alto.xml-2-19	bib11653828_18081209_144028_287_0002_alto.xml-16-12	annotator0	4.0	 	krita	3
bib15975090_18950702_148377_77_0003_alto.xml-120-19	bib15761570_18951128_146176_196_0003_alto.xml-167-29	annotator0	1.0	 	krita	3
bib19277277_18300324_147682_69_0005_alto.xml-40-38	bib15650814_18950903_146365_205_0004_alto.xml-119-16	annotator0	2.0	 	krita	3
bib15650814_18950527_146365_122_0003_alto.xml-36-13	bib19277277_18950930_147683_266_0004_alto.xml-54-25	annotator0	1.0	 	krita	3
bib15650837_18020717_146391_57_0004_alto.xml-1-21	bib13506739_18190707_144030_153_0007_alto.xml-0-2	annotator0	4.0	 	krita	3
bib19277277_18300506_147682_103_0001_alto.xml-10-13	bib15650814_18950121_146365_18_0002_alto.xml-27-13	annotator0	0.0	OCR-error (sent 2 is probably “krukor”)	krita	3
bib11653811_19020929_145317_149_0004_alto.xml-50-15	bib19225772_18070605_148004_62_0003_alto.xml-5-30	annotator0	4.0	 	krita	3
bib15760690_18950223_145050_31_0001_alto.xml-2-0	bib19225772_18020526_148004_59_0004_alto.xml-1-26	annotator0	4.0	 	krita	3
bib15650814_18950903_146365_205_0004_alto.xml-119-16	bib11653830_18960113_146968_4_0004_alto.xml-162-8	annotator0	4.0	 	krita	3
bib19277277_18300324_147682_69_0005_alto.xml-40-38	bib19227462_18950828_147640_199_0003_alto.xml-73-20	annotator0	4.0	 	krita	3
bib15650814_18950527_146365_122_0003_alto.xml-36-13	bib15650814_18950614_146365_137_0003_alto.xml-15-13	annotator0	4.0	 	krita	3
bib15873936_18960521_147385_59_0002_alto.xml-109-43	bib13506739_18211112_144030_265_0003_alto.xml-2-16	annotator0	1.0	 	krita	3
bib19223423_18300807_145063_63_0003_alto.xml-6-7	bib19225772_18280813_148004_92_0003_alto.xml-6-3	annotator0	4.0	 	krita	3
bib13506739_18051010_144030_235_0006_alto.xml-8-3	bib19225772_18250426_148004_47_0003_alto.xml-7-4	annotator0	4.0	 	krita	3
bib11653828_17970412_144028_84_0001_alto.xml-4-8	bib15760690_18951221_145050_197_0005_alto.xml-91-5	annotator0	2.0	 	krita	3
bib13506739_18201020_144030_244_0009_alto.xml-4-2	bib11653838_19020725_147024_30_0004_alto.xml-138-10	annotator0	0.0	OCR-error and/or insufficient context	krita	3
bib19225758_18950506_144022_104_0002_alto.xml-179-27	bib15650814_18950527_146365_122_0003_alto.xml-36-13	annotator0	4.0	 	krita	3
bib11653830_18960113_146968_4_0004_alto.xml-162-8	bib19227462_18950828_147640_199_0003_alto.xml-73-20	annotator0	2.0	 	krita	3
bib15650835_18960328_146472_49_0004_alto.xml-11-12	bib15650837_18951005_146391_232_0007_alto.xml-129-14	annotator0	2.0	 	krita	3
bib13506739_18240526_144030_121_0011_alto.xml-19-22	bib19225772_18230604_148004_62_0003_alto.xml-11-10	annotator0	4.0	 	krita	3
bib11653838_19020725_147024_30_0004_alto.xml-138-10	bib11653828_18081209_144028_287_0002_alto.xml-16-12	annotator0	1.0	 	krita	3
bib19225772_18240622_148004_70_0003_alto.xml-3-19	bib11653838_19001207_147024_49_0002_alto.xml-184-11	annotator0	4.0	 	krita	3
bib15650814_18950614_146365_137_0003_alto.xml-15-13	bib19349359_18950406_148383_41_0003_alto.xml-149-8	annotator0	1.0	 	krita	3
bib19225758_18951127_144022_277_0002_alto.xml-101-25	bib15650814_18950527_146365_122_0003_alto.xml-36-13	annotator0	4.0	 	krita	3
bib15650814_18950910_146365_211_0004_alto.xml-14-10	bib15650835_18960328_146472_49_0004_alto.xml-11-12	annotator0	1.0	 	krita	3
bib19277277_18300324_147682_69_0005_alto.xml-40-38	bib11653825_18130302_145134_27_0004_alto.xml-0-3	annotator0	2.0	 	krita	3
bib19225758_18950803_144022_178_0003_alto.xml-63-0	bib15650814_18950527_146365_122_0003_alto.xml-36-13	annotator0	1.0	 	krita	3
bib19225758_18950207_144022_32_0002_alto.xml-131-9	bib11653811_18970917_145317_143_0003_alto.xml-100-21	annotator2	1.0	 	krita	2
bib11653823_18260810_144010_183_0002_alto.xml-15-20	bib19225772_18230604_148004_62_0003_alto.xml-11-10	annotator2	4.0	 	krita	2
bib11653830_18950401_146968_38_0002_alto.xml-34-30	bib11653828_18110329_144028_74_0004_alto.xml-3-1	annotator2	4.0	 	krita	2
bib13506739_18290319_144030_65_0004_alto.xml-3-1	bib11653828_18110329_144028_74_0004_alto.xml-3-1	annotator2	4.0	 	krita	2
bib19227291_18960307_145289_29_0002_alto.xml-31-13	bib11653806_18070918_145120_107_0001_alto.xml-5-10	annotator2	1.0	 	krita	2
bib13506739_18051010_144030_235_0006_alto.xml-8-3	bib15650814_18950527_146365_122_0003_alto.xml-36-13	annotator2	1.0	 	krita	2
bib13506739_18210807_144030_182_0006_alto.xml-6-1	bib11653828_18110329_144028_74_0004_alto.xml-3-1	annotator2	1.0	 	krita	2
bib15760690_18950126_145050_15_0001_alto.xml-14-0	bib15650837_18060712_146391_55_0004_alto.xml-3-36	annotator2	4.0	 	krita	2
bib15650814_18951219_146365_297_0013_alto.xml-13-43	bib11653828_18110329_144028_74_0004_alto.xml-3-1	annotator2	1.0	 	krita	2
bib19225758_18950518_144022_115_0002_alto.xml-172-5	bib19225772_18230604_148004_62_0003_alto.xml-11-10	annotator2	2.0	 	krita	2
bib11653806_18030126_145120_9_0002_alto.xml-0-38	bib13506739_18200502_144030_100_0007_alto.xml-4-42	annotator2	4.0	 	krita	2
bib19277277_18950930_147683_266_0004_alto.xml-54-25	bib15650814_18950527_146365_122_0003_alto.xml-36-13	annotator2	1.0	 	krita	2
bib11653823_18241126_144010_276_0008_alto.xml-2-3	bib13506739_18200502_144030_100_0007_alto.xml-4-42	annotator2	4.0	 	krita	2
bib13506739_18290319_144030_65_0004_alto.xml-3-1	bib11653806_18070918_145120_107_0001_alto.xml-5-10	annotator2	4.0	 	krita	2
bib15760690_18951019_145050_161_0001_alto.xml-22-0	bib11653806_18070918_145120_107_0001_alto.xml-5-10	annotator2	4.0	 	krita	2
bib15873936_18960507_147385_53_0004_alto.xml-1-29	bib19225772_18280813_148004_92_0003_alto.xml-6-3	annotator2	4.0	 	krita	2
bib15760690_18950126_145050_15_0001_alto.xml-14-0	bib11653828_18110329_144028_74_0004_alto.xml-3-1	annotator2	1.0	 	krita	2
bib11653806_18030126_145120_9_0002_alto.xml-0-38	bib11653828_18110329_144028_74_0004_alto.xml-3-1	annotator2	1.0	 	krita	2
bib13506739_18131104_144030_256_0006_alto.xml-8-3	bib19225772_18250426_148004_47_0003_alto.xml-7-4	annotator2	4.0	 	krita	2
bib15761570_18951128_146176_196_0003_alto.xml-167-29	bib15650814_18950527_146365_122_0003_alto.xml-36-13	annotator2	4.0	 	krita	2
bib11653811_19000221_145317_28_0003_alto.xml-98-26	bib11653806_18070918_145120_107_0001_alto.xml-5-10	annotator2	4.0	 	krita	2
bib19277277_18300506_147682_103_0001_alto.xml-10-13	bib19225772_18250426_148004_47_0003_alto.xml-7-4	annotator2	1.0	 	krita	2
bib19225792_18230405_147359_13_0005_alto.xml-1-46	bib19277180_18951219_147374_103_0001_alto.xml-34-8	annotator2	4.0	 	krita	2
bib19225772_18270821_148004_96_0003_alto.xml-7-3	bib19225772_18280813_148004_92_0003_alto.xml-6-3	annotator2	4.0	 	krita	2
bib13506739_17911215_144030_291_0003_alto.xml-0-1	bib15650814_18950527_146365_122_0003_alto.xml-36-13	annotator2	1.0	 	krita	2
bib15760690_18950323_145050_47_0001_alto.xml-2-0	bib11653828_18110329_144028_74_0004_alto.xml-3-1	annotator2	1.0	 	krita	2
bib13506739_18200703_144030_150_0006_alto.xml-1-22	bib11653828_18110329_144028_74_0004_alto.xml-3-1	annotator2	1.0	 	krita	2
bib15873371_18950524_145112_139_0003_alto.xml-129-31	bib11653828_18081209_144028_287_0002_alto.xml-16-12	annotator2	1.0	 	krita	2
bib11653811_19000221_145317_28_0003_alto.xml-98-26	bib15650814_18950527_146365_122_0003_alto.xml-36-13	annotator2	1.0	 	krita	2
bib11653790_18990530_145648_41_0004_alto.xml-79-37	bib15650814_18950527_146365_122_0003_alto.xml-36-13	annotator2	4.0	 	krita	2
bib11653828_18080802_144028_176_0002_alto.xml-10-40	bib19225772_18250426_148004_47_0003_alto.xml-7-4	annotator2	4.0	 	krita	2
bib11653815_18970716_146944_80_0002_alto.xml-34-7	bib19223423_18280531_145063_44_0003_alto.xml-7-10	annotator2	4.0	 	krita	2
bib15760690_18951026_145050_165_0001_alto.xml-76-0	bib15650814_18950527_146365_122_0003_alto.xml-36-13	annotator2	1.0	 	krita	2
bib11653838_19000112_147024_2_0001_alto.xml-61-126	bib11653828_18110329_144028_74_0004_alto.xml-3-1	annotator2	1.0	 	krita	2
bib19225772_18091013_148004_117_0001_alto.xml-10-22	bib13506739_18180512_144030_106_0007_alto.xml-13-2	annotator2	4.0	 	krita	2
bib11653828_18210223_144028_45_0003_alto.xml-12-28	bib15650814_18950527_146365_122_0003_alto.xml-36-13	annotator2	1.0	 	krita	2
bib19225758_18950803_144022_178_0003_alto.xml-63-0	bib15650837_18951005_146391_232_0007_alto.xml-129-14	annotator2	2.0	 	krita	2
bib11653838_19020725_147024_30_0004_alto.xml-138-10	bib11653806_18070918_145120_107_0001_alto.xml-5-10	annotator2	1.0	 	krita	2
bib13506739_18211112_144030_265_0003_alto.xml-2-16	bib19225772_18070605_148004_62_0003_alto.xml-5-30	annotator2	3.0	 	krita	2
bib11653815_18970716_146944_80_0002_alto.xml-34-7	bib11653828_18110329_144028_74_0004_alto.xml-3-1	annotator2	1.0	 	krita	2
bib15873371_18950123_145112_22_0003_alto.xml-1-17	bib11653828_18110329_144028_74_0004_alto.xml-3-1	annotator2	1.0	 	krita	2
bib19223423_18280726_145063_60_0002_alto.xml-4-31	bib19225772_18230604_148004_62_0003_alto.xml-11-10	annotator2	1.0	 	krita	2
bib19277330_18950430_0_51_0003_alto.xml-35-11	bib19225772_18230604_148004_62_0003_alto.xml-11-10	annotator2	1.0	 	krita	2
bib15975090_18950702_148377_77_0003_alto.xml-120-19	bib15650837_18951005_146391_232_0007_alto.xml-129-14	annotator2	2.0	 	krita	2
bib13506739_18020618_144030_135_0003_alto.xml-14-21	bib15650814_18950527_146365_122_0003_alto.xml-36-13	annotator2	1.0	 	krita	2
bib19225792_17940322_147359_12_0005_alto.xml-1-29	bib15650814_18950527_146365_122_0003_alto.xml-36-13	annotator2	1.0	 	krita	2
bib15650814_18950910_146365_211_0004_alto.xml-14-10	bib19225772_18280813_148004_92_0003_alto.xml-6-3	annotator2	1.0	 	krita	2
bib19277277_18300626_147682_144_0002_alto.xml-18-8	bib11653828_18110329_144028_74_0004_alto.xml-3-1	annotator2	1.0	 	krita	2
bib11653811_18970714_145317_106_0001_alto.xml-40-56	bib19277180_18951219_147374_103_0001_alto.xml-34-8	annotator2	4.0	 	krita	2
bib19225792_18020529_147359_22_0005_alto.xml-1-32	bib11653806_18070918_145120_107_0001_alto.xml-5-10	annotator2	4.0	 	krita	2
bib15873936_18960521_147385_59_0002_alto.xml-109-43	bib19225772_18280813_148004_92_0003_alto.xml-6-3	annotator2	1.0	 	krita	2
bib11653790_19000731_145648_60_0004_alto.xml-74-10	bib13506739_18200502_144030_100_0007_alto.xml-4-42	annotator2	3.0	 	krita	2
bib15760690_18951012_145050_157_0001_alto.xml-63-0	bib11653828_18110329_144028_74_0004_alto.xml-3-1	annotator2	1.0	 	krita	2
bib19349359_18950406_148383_41_0003_alto.xml-149-8	bib19225772_18250426_148004_47_0003_alto.xml-7-4	annotator2	2.0	 	krita	2
bib11653811_19021108_145317_172_0004_alto.xml-71-24	bib13506739_18200502_144030_100_0007_alto.xml-4-42	annotator2	4.0	 	krita	2
bib19225792_17940322_147359_12_0005_alto.xml-1-29	bib15873936_18950720_147385_84_0004_alto.xml-13-61	annotator2	4.0	 	krita	2
bib19225758_18951024_144022_248_0002_alto.xml-108-9	bib15873936_18950720_147385_84_0004_alto.xml-13-61	annotator2	3.0	 	krita	2
bib19223423_18170709_145063_54_0003_alto.xml-0-7	bib15650837_18060712_146391_55_0004_alto.xml-3-36	annotator2	4.0	 	krita	2
bib11653811_19020929_145317_149_0004_alto.xml-50-15	bib19225772_18070605_148004_62_0003_alto.xml-5-30	annotator2	1.0	 	krita	2
bib11653828_18110329_144028_74_0004_alto.xml-3-1	bib13506739_18180512_144030_106_0007_alto.xml-13-2	annotator2	1.0	 	krita	2
bib19225792_18020529_147359_22_0005_alto.xml-1-32	bib11653828_18110329_144028_74_0004_alto.xml-3-1	annotator2	1.0	 	krita	2
bib19277277_18950711_147683_185_0001_alto.xml-49-36	bib19225772_18070605_148004_62_0003_alto.xml-5-30	annotator2	1.0	 	krita	2
bib19225772_18240622_148004_70_0003_alto.xml-3-19	bib15650837_18060712_146391_55_0004_alto.xml-3-36	annotator2	3.0	 	krita	2
bib11653830_18950401_146968_38_0002_alto.xml-34-30	bib19223423_18280531_145063_44_0003_alto.xml-7-10	annotator2	2.0	 	krita	2
bib19277277_18260905_147682_205_0001_alto.xml-1-45	bib13506739_18180512_144030_106_0007_alto.xml-13-2	annotator2	1.0	 	krita	2
bib15760600_18950608_146401_67_0003_alto.xml-161-33	bib15650814_18950527_146365_122_0003_alto.xml-36-13	annotator2	1.0	 	krita	2
bib11653830_18950311_146968_30_0003_alto.xml-100-6	bib11653828_18110329_144028_74_0004_alto.xml-3-1	annotator2	1.0	 	krita	2
bib11653830_18950408_146968_41_0002_alto.xml-6-22	bib19225772_18230604_148004_62_0003_alto.xml-11-10	annotator2	1.0	 	krita	2
bib11653811_18990911_145317_139_0003_alto.xml-94-7	bib15650814_18950527_146365_122_0003_alto.xml-36-13	annotator2	1.0	 	krita	2
bib11653806_18120515_145120_55_0001_alto.xml-1-12	bib15650814_18950527_146365_122_0003_alto.xml-36-13	annotator2	1.0	 	krita	2
bib19225772_18100815_148004_92_0003_alto.xml-2-19	bib11653828_18081209_144028_287_0002_alto.xml-16-12	annotator2	1.0	 	krita	2
bib19277277_18950930_147683_266_0004_alto.xml-54-25	bib11653828_18081209_144028_287_0002_alto.xml-16-12	annotator2	4.0	 	krita	2
bib19225772_18241217_148004_146_0003_alto.xml-1-21	bib15650814_18950527_146365_122_0003_alto.xml-36-13	annotator2	1.0	 	krita	2
