identifier1	identifier2	annotator	judgment	comment	lemma	round
bib11653811_18991104_145317_170_0002_alto.xml-48-0	bib13506739_18300427_144030_95_0004_alto.xml-25-41	annotator3	4.0	 	motiv	3
bib13506739_18290113_144030_9_0001_alto.xml-4-12	bib15873936_18950326_147385_37_0003_alto.xml-133-16	annotator3	3.0	 	motiv	3
bib13506739_18300127_144030_21_0004_alto.xml-29-9	bib11653828_18240914_144028_213_0004_alto.xml-7-8	annotator3	4.0	 	motiv	3
bib11653828_18191013_144028_237_0002_alto.xml-3-0	bib13506739_18290113_144030_9_0001_alto.xml-2-9	annotator3	4.0	 	motiv	3
bib15873371_18950822_145112_227_0002_alto.xml-24-40	bib13506739_18290113_144030_9_0001_alto.xml-4-12	annotator3	3.0	 	motiv	3
bib11653828_18221010_144028_236_0002_alto.xml-6-16	bib19227462_18950328_147640_73_0003_alto.xml-233-14	annotator3	2.0	 	motiv	3
bib13506739_18290113_144030_9_0001_alto.xml-4-12	bib19227291_18961015_145289_125_0003_alto.xml-38-10	annotator3	3.0	 	motiv	3
bib11653828_18220920_144028_219_0004_alto.xml-10-2	bib15975087_18950713_145596_106_0001_alto.xml-34-27	annotator4	4.0	 	motiv	3
bib11653828_18261207_144028_285_0002_alto.xml-22-6	bib11653828_18190719_144028_163_0003_alto.xml-4-17	annotator4	4.0	 	motiv	3
bib11653828_18220920_144028_219_0004_alto.xml-10-2	bib13506739_18270612_144030_134_0001_alto.xml-16-2	annotator4	4.0	 	motiv	3
bib11653790_19020117_145648_5_0003_alto.xml-51-23	bib19277277_18950616_147683_161_0003_alto.xml-108-7	annotator4	4.0	 	motiv	3
bib11653811_18991104_145317_170_0002_alto.xml-48-0	bib13506739_18300427_144030_95_0004_alto.xml-25-41	annotator4	4.0	 	motiv	3
bib11653828_18221010_144028_236_0002_alto.xml-6-16	bib19227462_18950328_147640_73_0003_alto.xml-233-14	annotator4	2.0	 	motiv	3
bib13506739_18300427_144030_95_0004_alto.xml-25-41	bib11653828_18140409_144028_81_0003_alto.xml-16-13	annotator4	4.0	 	motiv	3
bib13506739_18290113_144030_9_0001_alto.xml-4-12	bib11653828_18240303_144028_52_0002_alto.xml-7-2	annotator4	4.0	 	motiv	3
bib11653811_19031216_145317_195_0002_alto.xml-145-8	bib15650835_18950802_146472_65_0003_alto.xml-195-8	annotator4	1.0	 	motiv	3
bib19227462_18950328_147640_73_0003_alto.xml-233-14	bib11653828_18260609_144028_131_0004_alto.xml-7-25	annotator4	1.0	 	motiv	3
bib11653828_18250609_144028_130_0004_alto.xml-4-12	bib15873371_18950402_145112_90_0003_alto.xml-186-17	annotator4	4.0	 	motiv	3
bib13506739_18271215_144030_294_0008_alto.xml-30-153	bib19227291_18960604_145289_67_0003_alto.xml-59-40	annotator4	3.0	 	motiv	3
bib11653830_18950401_146968_38_0004_alto.xml-19-1	bib11653828_18140409_144028_81_0003_alto.xml-16-13	annotator4	4.0	 	motiv	3
bib11653828_18191013_144028_237_0002_alto.xml-3-0	bib13506739_18290113_144030_9_0001_alto.xml-2-9	annotator4	4.0	 	motiv	3
bib13506739_18290113_144030_9_0001_alto.xml-4-12	bib19227291_18960818_145289_99_0002_alto.xml-76-13	annotator4	3.0	 	motiv	3
bib13506739_18290113_144030_9_0001_alto.xml-4-12	bib11653828_18151118_144028_269_0001_alto.xml-6-11	annotator4	0.0	 	motiv	3
bib13506739_18290113_144030_9_0001_alto.xml-4-12	bib19227462_18950529_147640_123_0003_alto.xml-119-0	annotator4	0.0	 	motiv	3
bib13506739_18290113_144030_9_0001_alto.xml-4-12	bib11653828_18201229_144028_302_0001_alto.xml-2-4	annotator4	0.0	 	motiv	3
bib11653790_19020117_145648_5_0003_alto.xml-51-23	bib13506739_18281125_144030_276_0001_alto.xml-19-8	annotator4	2.0	 	motiv	3
bib19227462_18950328_147640_73_0003_alto.xml-233-14	bib19277301_18960217_145146_14_0003_alto.xml-63-6	annotator4	2.0	 	motiv	3
bib15650814_18950403_146365_79_0003_alto.xml-33-21	bib15650835_18950802_146472_65_0003_alto.xml-195-8	annotator4	1.0	 	motiv	3
bib19227462_18951129_147640_279_0003_alto.xml-191-50	bib19277277_18950321_147683_79_0004_alto.xml-172-41	annotator4	1.0	 	motiv	3
bib13506739_18290113_144030_9_0001_alto.xml-4-12	bib11653836_18950524_147011_21_0003_alto.xml-141-9	annotator4	0.0	 	motiv	3
bib13506739_18290113_144030_9_0001_alto.xml-4-12	bib19227291_18201004_145289_40_0006_alto.xml-3-19	annotator4	0.0	 	motiv	3
bib11653828_18151111_144028_263_0004_alto.xml-5-17	bib11653836_18950524_147011_21_0003_alto.xml-141-9	annotator4	4.0	 	motiv	3
bib13506739_18291107_144030_259_0008_alto.xml-20-7	bib19225758_18951129_144022_279_0006_alto.xml-87-24	annotator4	4.0	 	motiv	3
bib15761097_18951024_145020_126_0003_alto.xml-37-18	bib19227462_18950328_147640_73_0003_alto.xml-233-14	annotator4	4.0	 	motiv	3
bib13506739_18290113_144030_9_0001_alto.xml-4-12	bib15873936_18960618_147385_70_0004_alto.xml-33-76	annotator4	0.0	 	motiv	3
bib19227462_18950326_147640_71_0003_alto.xml-64-0	bib11653828_18151111_144028_263_0004_alto.xml-5-17	annotator4	3.0	 	motiv	3
bib13506739_18270612_144030_134_0001_alto.xml-16-2	bib11653828_18250609_144028_130_0004_alto.xml-4-12	annotator4	4.0	 	motiv	3
bib19227462_18950328_147640_73_0003_alto.xml-233-14	bib19277277_18950701_147683_175_0003_alto.xml-21-15	annotator4	1.0	 	motiv	3
bib11653790_18970312_145648_20_0003_alto.xml-56-5	bib11653828_18260609_144028_131_0004_alto.xml-7-25	annotator4	4.0	 	motiv	3
bib15873936_18950326_147385_37_0003_alto.xml-135-5	bib19227462_18950328_147640_73_0003_alto.xml-233-14	annotator4	0.0	 	motiv	3
bib11653828_18190719_144028_163_0003_alto.xml-4-17	bib15873371_18950402_145112_90_0003_alto.xml-186-17	annotator4	3.0	 	motiv	3
bib11653828_18151111_144028_263_0004_alto.xml-5-17	bib11653828_18190719_144028_163_0003_alto.xml-4-17	annotator4	3.0	 	motiv	3
bib15978012_18950131_148361_26_0002_alto.xml-63-15	bib11653828_18140409_144028_81_0003_alto.xml-16-13	annotator4	4.0	 	motiv	3
bib13506739_18290113_144030_9_0001_alto.xml-4-12	bib11653828_18040802_144028_177_0002_alto.xml-6-50	annotator4	0.0	 	motiv	3
bib15650814_18950927_146365_226_0002_alto.xml-22-13	bib11653790_19020117_145648_5_0003_alto.xml-51-23	annotator4	0.0	 	motiv	3
bib19227462_18950315_147640_63_0003_alto.xml-2-31	bib19227462_18950328_147640_73_0003_alto.xml-233-14	annotator4	2.0	 	motiv	3
bib13506739_18040312_144030_59_0002_alto.xml-9-7	bib11653815_18950124_146944_10_0002_alto.xml-35-11	annotator4	2.0	 	motiv	3
bib11653811_19021001_145317_150_0002_alto.xml-115-29	bib19227462_18950121_147640_17_0003_alto.xml-92-7	annotator4	4.0	 	motiv	3
bib19227462_18951126_147640_276_0003_alto.xml-235-2	bib19227462_18950121_147640_17_0003_alto.xml-92-7	annotator4	2.0	 	motiv	3
bib11653828_18230304_144028_52_0001_alto.xml-5-18	bib19227462_18950328_147640_73_0003_alto.xml-233-14	annotator4	2.0	 	motiv	3
bib13506739_18290113_144030_9_0001_alto.xml-4-12	bib11653828_18181016_144028_239_0002_alto.xml-12-13	annotator4	0.0	 	motiv	3
bib13506739_18290113_144030_9_0001_alto.xml-4-12	bib11653790_18990214_145648_12_0003_alto.xml-43-30	annotator4	0.0	 	motiv	3
bib11653828_18300731_144028_174_0002_alto.xml-0-41	bib19277277_18291105_147682_257_0001_alto.xml-16-20	annotator4	4.0	 	motiv	3
bib15650814_18950403_146365_79_0003_alto.xml-33-21	bib13506739_18300427_144030_95_0004_alto.xml-25-41	annotator4	2.0	 	motiv	3
bib11653828_18220316_144028_64_0002_alto.xml-11-21	bib11653828_18130917_144028_215_0003_alto.xml-4-2	annotator4	4.0	 	motiv	3
bib13506739_18290113_144030_9_0001_alto.xml-4-12	bib15873371_18950402_145112_90_0003_alto.xml-186-17	annotator0	0.0	OCR-error (sent 1 is probably “motiveradt”)	motiv	3
bib13506739_18290113_144030_9_0001_alto.xml-4-12	bib13506739_18271109_144030_263_0002_alto.xml-23-4	annotator0	0.0	OCR-error (sent 2 is probably “motiveradt”)	motiv	3
bib13506739_18290113_144030_9_0001_alto.xml-4-12	bib13506739_18040312_144030_59_0002_alto.xml-9-7	annotator0	0.0	OCR-error (sent 1 is probably “motiveradt”)	motiv	3
bib19227462_18950118_147640_15_0002_alto.xml-200-26	bib11653828_18261207_144028_285_0002_alto.xml-22-6	annotator0	2.0	 	motiv	3
bib15873371_18951209_145112_336_0003_alto.xml-58-1	bib11653811_19021001_145317_150_0002_alto.xml-115-29	annotator0	2.0	 	motiv	3
bib11653790_19020307_145648_19_0002_alto.xml-124-0	bib11653811_18990531_145317_81_0002_alto.xml-89-7	annotator0	4.0	 	motiv	3
bib13506739_18290113_144030_9_0001_alto.xml-4-12	bib15873936_18950326_147385_37_0003_alto.xml-133-16	annotator0	0.0	OCR-error (sent 1 is probably “motiveradt”)	motiv	3
bib13506739_18290113_144030_9_0001_alto.xml-4-12	bib11653828_18181016_144028_239_0002_alto.xml-12-13	annotator0	0.0	OCR-error (sent 1 is probably “motiveradt”)	motiv	3
bib13506739_18290113_144030_9_0001_alto.xml-4-12	bib11653828_18140927_144028_223_0002_alto.xml-6-0	annotator0	0.0	OCR-error (sent 2 is probably “motiveradt”)	motiv	3
bib13506739_18290113_144030_9_0001_alto.xml-4-12	bib11653828_18151118_144028_269_0001_alto.xml-6-11	annotator0	0.0	OCR-error (sent 2 is probably “motiveradt”)	motiv	3
bib19277277_18950321_147683_79_0004_alto.xml-172-41	bib15761097_18951119_145020_137_0003_alto.xml-44-14	annotator0	4.0	 	motiv	3
bib11653828_18140927_144028_223_0002_alto.xml-6-0	bib19277277_18950701_147683_175_0003_alto.xml-21-15	annotator0	4.0	 	motiv	3
bib13506739_18290113_144030_9_0001_alto.xml-4-12	bib19227291_18961015_145289_125_0003_alto.xml-38-10	annotator0	0.0	OCR-error (sent 2 is probably “motiveradt”)	motiv	3
bib15650814_18950927_146365_226_0002_alto.xml-22-13	bib11653828_18140927_144028_223_0002_alto.xml-6-0	annotator0	0.0	OCR-error and/or insufficient context	motiv	3
bib11653790_18970312_145648_20_0003_alto.xml-56-5	bib11653828_18260609_144028_131_0004_alto.xml-7-25	annotator0	4.0	 	motiv	3
bib15975090_18960404_148377_43_0005_alto.xml-3-76	bib15978012_18950227_148361_49_0001_alto.xml-2-13	annotator0	4.0	 	motiv	3
bib13506739_18290113_144030_9_0001_alto.xml-4-12	bib11653828_18151111_144028_263_0004_alto.xml-5-17	annotator0	0.0	OCR-error (sent 1 is probably “motiveradt”)	motiv	3
bib13506739_18300127_144030_21_0004_alto.xml-29-9	bib11653828_18240914_144028_213_0004_alto.xml-7-8	annotator0	4.0	 	motiv	3
bib11653836_18950524_147011_21_0003_alto.xml-141-9	bib19277277_18950321_147683_79_0004_alto.xml-172-41	annotator0	2.0	 	motiv	3
bib19225758_18950419_144022_90_0002_alto.xml-47-24	bib19277277_18950321_147683_79_0004_alto.xml-172-41	annotator0	4.0	 	motiv	3
bib11653828_18091009_144028_234_0002_alto.xml-2-9	bib11653790_19020117_145648_5_0003_alto.xml-51-23	annotator0	2.0	 	motiv	3
bib13506739_18271215_144030_294_0008_alto.xml-30-153	bib19227291_18960604_145289_67_0003_alto.xml-59-40	annotator0	2.0	 	motiv	3
bib11653828_18130917_144028_215_0003_alto.xml-4-2	bib13506739_18290113_144030_9_0001_alto.xml-2-9	annotator0	4.0	 	motiv	3
bib19277349_18951219_147403_159_0003_alto.xml-24-12	bib19227462_18950328_147640_73_0003_alto.xml-233-14	annotator0	4.0	 	motiv	3
bib11653828_18220316_144028_64_0002_alto.xml-11-21	bib11653828_18130917_144028_215_0003_alto.xml-4-2	annotator0	4.0	 	motiv	3
bib11653828_18300731_144028_174_0002_alto.xml-0-41	bib19227462_18950121_147640_17_0003_alto.xml-92-7	annotator0	2.0	 	motiv	3
bib11653828_18200203_144028_27_0002_alto.xml-6-13	bib13506739_18300427_144030_95_0004_alto.xml-25-41	annotator0	4.0	 	motiv	3
bib13506739_18290113_144030_9_0001_alto.xml-4-12	bib19277277_18300102_147682_1_0001_alto.xml-7-3	annotator0	0.0	OCR-error (sent 2 is probably “motiveradt”)	motiv	3
bib19225758_18950202_144022_28_0002_alto.xml-101-2	bib15873936_18950326_147385_37_0003_alto.xml-135-5	annotator0	2.0	 	motiv	3
bib11653811_19031216_145317_195_0002_alto.xml-145-8	bib15650835_18950802_146472_65_0003_alto.xml-195-8	annotator0	2.0	 	motiv	3
bib11653830_18950329_146968_37_0002_alto.xml-120-5	bib13506739_18290113_144030_9_0001_alto.xml-2-9	annotator0	2.0	 	motiv	3
bib13506739_18300427_144030_95_0004_alto.xml-25-41	bib11653811_18991104_145317_170_0002_alto.xml-48-0	annotator2	4.0	 	motiv	2
bib11653823_18250316_144010_62_0002_alto.xml-2-7	bib11653790_19020117_145648_5_0003_alto.xml-51-23	annotator2	1.0	 	motiv	2
bib15873936_18960618_147385_70_0004_alto.xml-33-76	bib19227291_18201004_145289_40_0006_alto.xml-3-19	annotator2	4.0	 	motiv	2
bib11653790_18960522_145648_21_0003_alto.xml-25-23	bib19227291_18201004_145289_40_0006_alto.xml-3-19	annotator2	4.0	 	motiv	2
bib19277277_18300102_147682_1_0001_alto.xml-7-3	bib13506739_18290113_144030_9_0001_alto.xml-4-12	annotator2	1.0	 	motiv	2
bib19227291_18960604_145289_67_0003_alto.xml-59-40	bib13506739_18271215_144030_294_0008_alto.xml-30-153	annotator2	2.0	 	motiv	2
bib11653811_19001207_145317_190_0002_alto.xml-104-5	bib11653811_18991104_145317_170_0002_alto.xml-48-0	annotator2	4.0	 	motiv	2
bib11653828_18151118_144028_269_0001_alto.xml-6-11	bib13506739_18290113_144030_9_0001_alto.xml-4-12	annotator2	2.0	 	motiv	2
bib13506739_18271109_144030_263_0002_alto.xml-23-4	bib13506739_18290113_144030_9_0001_alto.xml-4-12	annotator2	2.0	 	motiv	2
bib19227462_18951126_147640_276_0003_alto.xml-235-2	bib13506739_18290113_144030_9_0001_alto.xml-4-12	annotator2	2.0	 	motiv	2
bib11653811_19020815_145317_123_0002_alto.xml-66-7	bib11653790_19020117_145648_5_0003_alto.xml-51-23	annotator2	1.0	 	motiv	2
bib11653828_18240303_144028_52_0002_alto.xml-7-2	bib13506739_18290113_144030_9_0001_alto.xml-4-12	annotator2	2.0	 	motiv	2
bib19277277_18270326_147682_71_0001_alto.xml-31-2	bib11653811_18991104_145317_170_0002_alto.xml-48-0	annotator2	4.0	 	motiv	2
bib11653828_18250930_144028_226_0002_alto.xml-16-35	bib19277277_18291105_147682_257_0001_alto.xml-16-20	annotator2	3.0	 	motiv	2
bib13506739_18290409_144030_82_0002_alto.xml-8-9	bib11653828_18181016_144028_239_0002_alto.xml-12-13	annotator2	0.0	 	motiv	2
bib13506739_18281010_144030_237_0001_alto.xml-24-27	bib15873371_18950402_145112_90_0003_alto.xml-186-17	annotator2	4.0	 	motiv	2
bib11653828_18260612_144028_133_0003_alto.xml-6-14	bib11653790_19020117_145648_5_0003_alto.xml-51-23	annotator2	2.0	 	motiv	2
bib11653811_18990127_145317_14_0003_alto.xml-11-19	bib19277277_18291105_147682_257_0001_alto.xml-16-20	annotator2	4.0	 	motiv	2
bib19277277_18950321_147683_79_0004_alto.xml-172-41	bib11653790_19020117_145648_5_0003_alto.xml-51-23	annotator2	4.0	 	motiv	2
bib15650814_18950403_146365_79_0003_alto.xml-33-21	bib19227291_18201004_145289_40_0006_alto.xml-3-19	annotator2	1.0	 	motiv	2
bib15975090_18960404_148377_43_0005_alto.xml-3-76	bib11653828_18220920_144028_219_0004_alto.xml-10-2	annotator2	4.0	 	motiv	2
bib15650837_18951106_146391_259_0002_alto.xml-112-6	bib19277277_18291105_147682_257_0001_alto.xml-16-20	annotator2	4.0	 	motiv	2
bib15873936_18950326_147385_37_0003_alto.xml-135-5	bib13506739_18290113_144030_9_0001_alto.xml-4-12	annotator2	1.0	 	motiv	2
bib13506739_18111231_144030_304_0049_alto.xml-6-19	bib13506739_18290113_144030_9_0001_alto.xml-4-12	annotator2	2.0	 	motiv	2
bib13506739_18270612_144030_134_0001_alto.xml-16-2	bib11653828_18220920_144028_219_0004_alto.xml-10-2	annotator2	1.0	 	motiv	2
bib11653828_18220920_144028_219_0004_alto.xml-10-2	bib13506739_18290113_144030_9_0001_alto.xml-4-12	annotator2	2.0	 	motiv	2
bib13506739_18300213_144030_36_0004_alto.xml-15-9	bib11653790_19020117_145648_5_0003_alto.xml-51-23	annotator2	1.0	 	motiv	2
bib15650837_18950817_146391_190_0006_alto.xml-81-16	bib19227291_18961015_145289_125_0003_alto.xml-38-10	annotator2	4.0	 	motiv	2
bib15873936_18950326_147385_37_0003_alto.xml-135-5	bib19225758_18950202_144022_28_0002_alto.xml-101-2	annotator2	4.0	 	motiv	2
bib11653830_18950401_146968_38_0004_alto.xml-19-1	bib19277277_18291105_147682_257_0001_alto.xml-16-20	annotator2	4.0	 	motiv	2
bib11653828_18210929_144028_228_0003_alto.xml-10-17	bib19227462_18950328_147640_73_0003_alto.xml-233-14	annotator2	1.0	 	motiv	2
bib15650837_18240911_146391_73_0002_alto.xml-1-19	bib11653790_19020117_145648_5_0003_alto.xml-51-23	annotator2	1.0	 	motiv	2
bib11653815_18951119_146944_137_0004_alto.xml-33-22	bib19225772_18290721_148004_80_0003_alto.xml-6-28	annotator2	4.0	 	motiv	2
bib19227462_18950529_147640_123_0003_alto.xml-119-0	bib13506739_18290113_144030_9_0001_alto.xml-4-12	annotator2	1.0	 	motiv	2
bib11653811_19010330_145317_50_0002_alto.xml-66-37	bib13506739_18290113_144030_9_0001_alto.xml-4-12	annotator2	1.0	 	motiv	2
bib11653828_18200224_144028_45_0034_alto.xml-4-72	bib11653828_18151027_144028_250_0001_alto.xml-0-3	annotator2	4.0	 	motiv	2
bib19227462_18950326_147640_71_0003_alto.xml-64-0	bib11653828_18151111_144028_263_0004_alto.xml-5-17	annotator2	1.0	 	motiv	2
bib13506739_18040312_144030_59_0002_alto.xml-9-7	bib13506739_18290113_144030_9_0001_alto.xml-4-12	annotator2	1.0	 	motiv	2
bib19277277_18951223_147683_350_0005_alto.xml-129-29	bib19277277_18291105_147682_257_0001_alto.xml-16-20	annotator2	1.0	 	motiv	2
bib11653828_18221010_144028_236_0002_alto.xml-6-16	bib19227291_18201004_145289_40_0006_alto.xml-3-19	annotator2	4.0	 	motiv	2
bib11653828_18300731_144028_174_0002_alto.xml-0-41	bib19277277_18291105_147682_257_0001_alto.xml-16-20	annotator2	2.0	 	motiv	2
bib15975090_18960505_148377_56_0003_alto.xml-64-3	bib11653811_18991104_145317_170_0002_alto.xml-48-0	annotator2	3.0	 	motiv	2
bib11653811_19020809_145317_120_0002_alto.xml-175-3	bib11653790_19020117_145648_5_0003_alto.xml-51-23	annotator2	1.0	 	motiv	2
bib11653828_18240303_144028_52_0002_alto.xml-7-2	bib11653811_18991104_145317_170_0002_alto.xml-48-0	annotator2	4.0	 	motiv	2
bib13506739_18291107_144030_259_0008_alto.xml-20-7	bib11653790_19020117_145648_5_0003_alto.xml-51-23	annotator2	1.0	 	motiv	2
bib15650814_18950521_146365_118_0001_alto.xml-3-3	bib11653790_19020117_145648_5_0003_alto.xml-51-23	annotator2	1.0	 	motiv	2
bib11653828_18261207_144028_285_0002_alto.xml-22-6	bib19227462_18950328_147640_73_0003_alto.xml-233-14	annotator2	4.0	 	motiv	2
bib11653811_18991104_145317_170_0002_alto.xml-48-0	bib11653828_18190719_144028_163_0003_alto.xml-4-17	annotator2	4.0	 	motiv	2
bib19227291_18960905_145289_107_0002_alto.xml-136-23	bib11653828_18151111_144028_263_0004_alto.xml-5-17	annotator2	4.0	 	motiv	2
bib15873371_18950822_145112_227_0002_alto.xml-24-40	bib13506739_18290113_144030_9_0001_alto.xml-4-12	annotator2	2.0	 	motiv	2
bib11653815_18971115_146944_132_0003_alto.xml-18-31	bib11653828_18151027_144028_250_0001_alto.xml-0-3	annotator2	4.0	 	motiv	2
bib13506739_18300213_144030_36_0004_alto.xml-15-9	bib11653811_18991104_145317_170_0002_alto.xml-48-0	annotator2	4.0	 	motiv	2
bib19277277_18290629_147682_146_0004_alto.xml-20-78	bib11653790_19020117_145648_5_0003_alto.xml-51-23	annotator2	1.0	 	motiv	2
bib15873371_18950924_145112_260_0003_alto.xml-53-107	bib19225758_18950202_144022_28_0002_alto.xml-101-2	annotator2	4.0	 	motiv	2
bib15761097_18951119_145020_137_0003_alto.xml-44-14	bib11653828_18151111_144028_263_0004_alto.xml-5-17	annotator2	1.0	 	motiv	2
bib13506739_18290807_144030_180_0007_alto.xml-0-10	bib19227462_18950921_147640_220_0002_alto.xml-35-3	annotator2	4.0	 	motiv	2
bib15650837_18950330_146391_75_0003_alto.xml-84-1	bib11653790_19020117_145648_5_0003_alto.xml-51-23	annotator2	1.0	 	motiv	2
bib11653828_18151111_144028_263_0003_alto.xml-6-0	bib19227291_18201004_145289_40_0006_alto.xml-3-19	annotator2	1.0	 	motiv	2
bib11653828_18210321_144028_67_0001_alto.xml-9-10	bib19277277_18291105_147682_257_0001_alto.xml-16-20	annotator2	4.0	 	motiv	2
