context_id	word	gold_sense_id	positions	context
fic_1860_616.txt-252-3	record_nn		18-24	But where written record left the genealogy of Monte Beni, tradition took it up, and carried it without dread or shame beyond the Imperial ages into the times of the Roman republic; beyond those, again, into the epoch of kingly rule.
fic_1851_746.txt-3971-10	record_nn		55-61	Nor can it be questioned from what stands on legendary record of this noble horse, that it was his spiritual whiteness chiefly, which so clothed him with divineness; and that this divineness had that in it which, though commanding worship, at the same time enforced a certain nameless terror.
mag_1859_591206.txt-213-18	record_nn		85-91	The time has come when the people can only trust such men as are known by their past record to be national statesmen; to such men as can not, by local causes, be turned aside from the great good of the nation.
mag_1827_553857.txt-44-34	record_nn		156-162	It is a very mistaken conception, that the effect of a good or a bad state of the art of reporting is merely, whether we shall or shall not have a faithful record of what is spoken in our deliberative assemblies at any particular time.
nf_1816_747562.txt-1827-6	record_nn		35-42	They regarded them as their public records, as the means of perpetuating all public fame, all private honour, and all valuable instruction.
fic_1848_7193.txt-7829-13	record_nn		51-57	Can you find in the page of any history, -- in the record of any age or country -- a Spirit at once so loving and so actual
nf_1847_747756.txt-405-45	record_nn		202-208	"Doctor Cotton Mather preached his funeral sermon, from these words: "" Looking steadfastly on him, they saw his face, as it had been the face of an angel "" He calls him that man of G-od, and has left on record a full testimony to his usefulness in life, and to his happiness in death. """
nf_1841_772625.txt-1562-5	record_nn		34-41	The discoveries which this volume records form the basis of physical astronomy.
mag_1843_555146.txt-1-40	record_nn		180-186	In view of the latter, it seems scarcely credible, that, until the middle of the, fifteenth century, no mariner of Europe had dared to lose sight of his own coast; but such is the record of history.
nf_1844_755204.txt-2125-16	record_nn		94-100	This idea probably took its origin in a wish to support certain interpretations of the Mosaic record, and it has never yet been propounded by any writer who seemed to have a due sense of the value of science in this class of investigations.
mag_1845_522589.txt-60-22	record_nn		113-120	"A Convention was called, a Constitution framed and adopted; and the second act of the new Congress stands on the records entitled: "" An Act to make provision for the necessities of government, the payment of the national debt, and the protection of American manufactures. """
mag_1827_553787.txt-98-62	record_nn		317-324	In the progress of our maritime war, many interesting questions of public law gave scope to his learning and ability; and the aid that he contributed to the erection of the system of Prize Law, which, in the absence of precedent, the Supreme Court was under the necessity of building up, is prominent in the judicial records of the times.
nf_1845_747580.txt-146-24	record_nn		115-121	In others, though the spirit of the rule ought to be observed, it is generally expected of the secretary, that his record shall be both a journal, and in some sort a report, of the proceedings.
mag_1845_555338.txt-132-5	record_nn		23-30	And, in consulting the records of a professed revelation, we are seeking the testimony of God, not of man.
nf_1847_747756.txt-749-2	record_nn		11-18	The church records having been consumed when the parsonage house was burned, in the spring of 1742, it is impossible to present so definite an account of Mr. Moody's success in the ministry, as otherwise could be done.
mag_1846_565552.txt-221-22	record_nn		99-105	Then there is not a single provision, in the whole system, for the delivery of a fugitive; nor any record, in the whole history, of a single case of such delivery; nor any thing in all the laws and history, that looks as though such delivery was intended.
nf_1836_747485.txt-200-19	record_nn		99-106	4 The Cushites, or Ethiopians, let me tell you, established the first regular police which history records.
mag_1859_506499.txt-286-1	record_nn		4-11	The records of a prosperous country life are easily and briefly told.
mag_1846_565511.txt-552-17	record_nn		84-91	XVe have seen what he was in Dec. 1836, and Feb. 1837-that he rejected the historic records of Christianity, and rested in the absolute religion.
nf_1826_747833.txt-780-2	record_nn		8-14	may the record of the gracious dealings of my God ever serve to quicken, enliven and encourage me and make me faithful, for Christ
nf_1843_747650.txt-1611-58	record_nn		330-336	"If there were any other representatives than these concerned in the declaration of independence, if that act was performed by representatives chosen by ' the whole people of the colonies, ' for that or any other purpose, if any such representatives could possibly have been chosen by the colonies as then organized, no historical record, that has yet met my view, contains one syllable of the matter. """
nf_1834_747634.txt-366-9	record_nn		49-55	The selectmen and town-clerk send a copy of that record, certified by them, to the office of the secretary of state, seventeen days before the last Wednesday of
mag_1851_555704.txt-569-35	record_nn		150-156	"Any person can select a quarter, or even an eighth section, -- 160 or 80 acres, - wherever he can find one surveyed and not yet sold, and by making a record of his intention to occupy and settle it himself he can secure what is called the "" pre * imption right; "" - a right which, partly by the force of law and partly by custom, amounts to a privilege of purchasing that land at the minimum price of $1.25 an acre, whenever the government shall think proper to sell it, which it will do when // the settlement is so far advanced as to render it probable that most of the land in the vicinity will bring that price."
nf_1849_749269.txt-358-17	record_nn		82-88	I pass by the following day or two of our journey, for nothing occurred worthy of record.
nf_1856_769137.txt-638-6	record_nn		26-32	This is a little over the record of Dr. Tanner, but the result is very different.
mag_1840_554815.txt-131-17	record_nn		88-94	Of the impressions which they produced upon the artist's mind, we have only one partial record; and, although we can, perhaps, reconcile it with the course of his subsequent studies, and the acknowledged superiority which resulted from them, this record is hardly what we might have anticipated.
mag_1850_525567.txt-96-26	record_nn		127-134	"has lived long enough-he has done enough, and done so successfully, so honorably as to connect himself, for all time, with the records of his country. """
fic_1850_7304.txt-6758-1	record_nn		4-10	The record is inscribed in pages that survive storm, and wreck, and fire; -- more indelibly written than on pillars of brass
mag_1845_565418.txt-35-6	record_nn		29-35	This is clearly shown by the record of his whole life.
mag_1853_504639.txt-252-75	record_nn		415-421	How many lives have been saved; how many weather-worn mariners, bowed down with disease, have been renewed in health and strength; how many unhappy castaways have found food abundantly, where all they could expect was a lingering death; and have been sustained in their exile, and restored at last to their friends and kindred, through the unselfish benevolence of this brave and kind-hearted navigator, no written record exists to tell; but there arc records graven upon the hearts of
mag_1845_565459.txt-399-11	record_nn		61-67	But history has also her brighter chapters, and her immortal record of such teachers as Socrates and Plato; and of races too, that seem
mag_1836_554364.txt-28-3	record_nn		11-18	in all the records of sorrow, we know not a more melancholy tale, than that of the close of Chatterton's career.
mag_1848_555521.txt-117-0	record_nn		0-7	records of the latter prison do not furnish the means for making this distinction.
mag_1856_556222.txt-23-13	record_nn		66-73	After a not very willing and a wholly fruitless search in his own records, he told his wearisome visitor that he could not answer her question, and he recommended her
mag_1837_554481.txt-0-18	record_nn		120-127	@@554481 txt THE Legislature of Massachusetts has at various times manifested a very commendable desire to preserve the records and muniments of our forefathers, and to diffuse the knowledge of our colonial and provincial history.
nf_1828_747473.txt-1981-3	record_nn		10-16	/z/ /q/ ' Record your resolutions; number your duties; kindle your devotion at the foot of the cross; fix your fleeting hopes; and prepare for the year that shall never end.
nf_1849_749269.txt-1658-33	record_nn		156-162	I proposed to join a village and make myself an inmate of one of their lodges; and henceforward this narrative, so far as I am concerned, will be chiefly a record of the progress of this design apparently so easy of accomplishment, and the unexpected impediments that opposed it.
fic_1836_7330.txt-1-3	record_nn		22-28	Containing a faithful record of the PERAMBULATIONS, PERILS, TRAVELS, ADVENTURES, AND SPORTING TRANSACTIONS OF THE CORRESPONDING MEMBERS.
fic_1860_1171.txt-1826-6	record_nn		33-39	No marriage certificate, nor any record of the fact, as to the exact time and place, were known to be in existence; and without them, or evidence of a very conclusive character, the title of Mrs. Montgomery could not be clearly established.
fic_1823_7242.txt-7902-41	record_nn		176-182	It would be not a little amusing, if people should, hereafter, have to turn to Randolph, to know, who Mr. Pinkney was -- to that very Randolph, as the only record; or the best record of Mr. Pinkney the father; or of Mr Pinkney the son.And yet, I have no doubt that it will be so.
nf_1841_762742.txt-3083-15	record_nn		79-85	Tradition speaks in exalted terms of several efforts of this kind, of which no record was made.
fic_1819_8693.txt-368-20	record_nn		105-112	, the Press Footnote: 1Kb That like another Sun, illumes the world With intellectual lustre -- and those records, The Greek and Roman classics, which hand down The ages past, marshalling forth those men Who trod the stage of honourable life, And clarm'd posterity to imitation -- Whence that alarm?
fic_1860_1171.txt-1933-10	record_nn		38-44	By the will of my father, which is on record, he left all of his property to my brother.
mag_1850_555679.txt-136-42	record_nn		223-230	If there was nothing peculiar in kind in our Saviour's position, with reference to the world and the ages, no law of the Divine consistency and veracity made it necessary that the common mind should have access to reliable records of his life and character.
mag_1856_556222.txt-19-23	record_nn		130-136	because those most concerned in them preferred to leave a generous indefiniteness about their history, -- or that no wills are on record, for the good reason that there was no property to be conveyed by that method, - the inquirer must acquiesce.
mag_1847_555505.txt-249-36	record_nn		195-201	Still, he follows with so much enthusiasm the wonderful story of their achievements, and depicts in such glowing colors their noble bearing and prowess, that the general effect is like that of a record of knight-errantry; his heart is stirred within him, as at the sound of a trumpet, by the recital of their deeds; and the consequence is, that the reader is hurried along with him, and cheated into admiration of a
fic_1847_7094.txt-171-58	record_nn		274-281	He then buttered his toast, and with a piece of smoked herring as a relish, proceeded very composedly to eat his supper on the corner of his table, his cup resting on Chitty's Pleadings, his saucer on a copy of the Revised Statues, and his plate upon the open volume of the Records of the Court of Sessions, while his sugar bowl and cream-pot found a clear place of the table for their accommodation.
mag_1835_554344.txt-0-9	record_nn		63-70	@@554344 txt THE most instructive chapter in the comprehensive records of philosophy, is example.
mag_1822_553400.txt-306-15	record_nn		70-76	marriage, and the births resulting from it, do not appear on the same record.
mag_1851_566050.txt-189-18	record_nn		90-97	"This "" nurture and admonition of the Lord "" under the parental roof, and the memories and records of his pious ancestry, had a strong influence upon him."
fic_1837_7395.txt-309-8	record_nn		39-46	Perhaps his name might be found in the records of that stern Court of Justice, which passed a sentence, too mighty for the age, but glorious in all after times, for its humbling lesson to the monarch and its high example to the subject.
fic_1827_9760.txt-222-10	record_nn		58-64	Craig had been so indiscreet as to preserve this accusing record, and it was discovered in this depository.
fic_1842_7206.txt-1375-7	record_nn		24-30	""" The Lord, that hath a record of all things lost, only knows! """
mag_1845_565472.txt-322-1	record_nn		4-10	The record that has come down to us from other nations, written with their own blood, should be a warning to the free citizens of this republic to
mag_1849_555588.txt-42-6	record_nn		35-41	The impression left by this simple record of woman's part in the revolutionary struggle is that of the general tone of feeling rather than of particular incidents of heroism.
nf_1847_750187.txt-376-21	record_nn		99-106	On the other hand, those who stood where they stand now, -- whose names occupied the signs and the records which theirs now fill, -- have passed away, or, here and there, come
mag_1856_566732.txt-281-10	record_nn		68-75	We anticipate great pleasure and profit in studying the ministerial records of other denominations.
mag_1856_566665.txt-22-10	record_nn		49-55	Senator Benton is able to fill his book with the record of a succession of double triumphs, that his great measures have been approved by the people, and that the country has held on in a career of unprecedented prosperity under their operation.
nf_1848_754767.txt-7-9	record_nn		42-48	The readers, therefore, may rely upon the record as the truth,
fic_1850_7304.txt-363-30	record_nn		126-132	To apply it to a nobleman, indeed, would have been, at one time, to have given a mortal affront, and a curious anecdote is on record, to this effect in the case of
fic_1847_8247.txt-501-4	record_nn		20-26	The fitful winds no record keep, what sorrows then befell; The sunny brook goes babbling on; the Spring leaves come and go, Yet they waken not the heart that here lies mouldering and low; These ashes will not live again till the dim skies abroad Are as a scroll, and Earth and Sea heave in the breath of God!
fic_1832_8798.txt-1074-8	record_nn		39-45	my name effac'd From Glory's brilliant record.
mag_1840_554815.txt-131-47	record_nn		247-253	Of the impressions which they produced upon the artist's mind, we have only one partial record; and, although we can, perhaps, reconcile it with the course of his subsequent studies, and the acknowledged superiority which resulted from them, this record is hardly what we might have anticipated.
fic_1852_2751.txt-6158-10	record_nn		57-63	The rest of the morning between engrossing deeds and the Record Office.
mag_1838_554654.txt-4-26	record_nn		130-137	This, as a practical art, is generally supposed to be coeval with the human race, and its existence is recognised in the earliest records of man, authentic or fabulous.
nf_1857_767292.txt-2345-1	record_nn		5-11	This record shall be read at the commencement of the next subsequent meeting.
fic_1849_9494.txt-738-28	record_nn		107-113	I am free; -- And in the freedom I have won from him, And in the bondage I have sworn to thee, I write the record of my happiness!
fic_1819_8009.txt-967-13	record_nn		69-75	THIS story is not a fiction; -- the principal circumstances stand on record.
mag_1847_555441.txt-301-6	record_nn		28-34	"There are but few traces on record of their dealings, in which, of course, the horroxving was all on one side and the lending on the other; but that Addison lent freely appears from a remark in one of Steele's letters to his wife, in which he says, that "" he has paid Mr. Addison the whole thousand pounds. """
mag_1857_556473.txt-24-30	record_nn		156-162	And when personal incentives cease, that deep instinctive interest, common to all men in the story of any human carccr, prolongs the charm and power of the record.
fic_1845_7170.txt-1080-14	record_nn		75-82	The proceedings in his case may be known by the subjoined extract from the records.
nf_1855_748146.txt-649-12	record_nn		59-66	Of the many generous acts of Lady Blessington, we find few records in her correspondence, but we shall iind in her letters evidences enough (undesignedly furnished by her) of that natural and
fic_1856_1552.txt-2858-25	record_nn		102-108	Not an infant dies or is born, but is made the subject of verse; nay, its smiles and tears are put on record; its hobby-horse, and its infant ideas as they begin to bud and breathe aloud.
fic_1852_2477.txt-1596-30	record_nn		161-167	As no event of particularly marked interest occurred with those whose histories we are writing, during the next few years, we will pass over that time without a record.
mag_1838_586148.txt-164-26	record_nn		142-148	The ministers of the Crown confessed this in the very resolutions they offered; Parliament confessed it; and it is a fact undeniable upon the record; proved by authentic state papers, of which we have given some idea in the preceding pages.
fic_1824_7037.txt-90-10	record_nn		45-52	He had rarely been upon these waves, and the records of his boasted art were not found in these deserts.
nf_1844_749098.txt-120-5	record_nn		21-27	When we look for the record we find but little authority for a faith so confiding, and seemingly so exaggerated.
fic_1835_7014.txt-2826-15	record_nn		79-85	"She turned her face to the rostrum, on which Hunter was already displaying the record of a nation's enfranchisement; but interrupted his proceedings without ceremony, crying eagerly, "" You have a painter's eyes, Mr. Hunter -- do you know that man on the road yonder?"
fic_1845_7295.txt-6579-25	record_nn		122-128	Julian spared him that portion of his knowledge, secret to all but himself, of which he had left such a sudden and bloody record, at midnight, on the battle-field of Ceuta.
mag_1834_554254.txt-554-29	record_nn		131-137	* So far as New England is concerned, the history of the country, from its settlement up to the present day, is little else than a record of the continual sacrifice of every selfish con.
nf_1836_748113.txt-721-23	record_nn		113-120	How far the same remark can be applied to another country, the constant rival and often the enemy of France, the records of the courts which take cognizance of such offences against duty, honor, and even common honesty, will bear ample but humiliating testimony.
nf_1849_771289.txt-2614-16	record_nn		81-87	They were required to kneel in his presence, and their decree was taken from the record and torn in pieces before their eyes, and the leading members were suspended and banished.
mag_1844_565293.txt-70-30	record_nn		184-190	"We once heard an intelligent man somewhat conversant with political affairs, assert in a public lecture, that there was one case of extravagant speculation and consequent revulsion on record, not connected with this principle of expansion, viz, the case of the "" South Sea bubble "" in 1722: if that"
mag_1850_555639.txt-481-56	record_nn		272-278	"majority of whom are from the South, recommend two additions to the fugitive slave bill now before Congress; according to the first, "" the owner of a fugitive from service or labor 22* // is, when practicable, to carry with him to the State in which the person is found a record, from a competent tribunal, adjudicating the facts of elopement and slavery, with a general description of the fugitive."
fic_1844_800.txt-888-18	record_nn		77-83	The Gracchi, Agis, Cleomenes, and others of Plutarch's heroes, do not in the record of facts equal their own fame.
mag_1856_556222.txt-192-9	record_nn		47-53	"Bond, the register of the family contains this record: "" Henry Bright, Sen., in the town record sometimes called Old Bright, ' died in Watertown, Sept. 14, 1674, above a hundred years old, ' according to the town records, and one hundred and nine years old, according to the county records."
fic_1842_7206.txt-1531-5	record_nn		23-29	hurried travel, to the record before him; varying this employment with speeches without number, delivered in all possible attitudes to imaginary audiences of every temper, complexion and constitution.
nf_1848_747434.txt-2817-30	record_nn		145-151	He, however, made his speech, addressing it particularly to one or two persons who were near, knowing that they would put the substance of it on record, and thus make it known to all mankind.
fic_1849_7230.txt-1532-38	record_nn		189-195	Suffice it, that the villain has escaped, for you know that I was unfortunately absent during the whole of these transactions, but while he exists, the fires of hell could not burn out the record of his guilt.
mag_1860_567273.txt-29-16	record_nn		82-88	His description of the vision in which heaven stood open before him, and even his record of observed facts, are prejudiced by all the inaccuracies of his own defective understanding,
mag_1962_311690.txt-9-8	record_nn		32-39	What's more, sales of poetry on records are tuned to unprecedented volume.
mag_2007_387692.txt-129-27	record_nn		152-159	SEPTEMBER 2005 A Northwest Airlines DC-9 jet was starting final approach for a landing, and the wing flaps retracted on their own, according to federal records, causing a potential for a crash landing.
mag_1977_287660.txt-20-8	record_nn		37-43	Despite the country's grim mood, the record 87% of the voters who turned out made decisions on broader issues; they gave Den Uyl's party 53 seats in the new 150-member parliament, a gain of ten; the Socialists will now probably seek to form a coalition government with the Christian Democrats.
news_1982_668342.txt-1-29	record_nn		176-182	A 27-year-old conscientious objector, wearing a tattered fishnet shirt with the letters GBTC stenciled across the front in magic marker, won the Boston Marathon in an American record time of 2 hours, 9 minutes and 55 seconds.
mag_1981_127085.txt-95-12	record_nn		63-70	// Southern Cal's Marcus Allen broke another of Dorsett's NCAA records by increasing his season rushing yardage to 1,968 in a 21-3 victory over Cal.
news_1977_733003.txt-37-85	record_nn		508-515	"Mr Gould Mr Forrest added, "" It probably wouldn't be of much use The money would have gone to Switzerland or something like that "" Whether the nearly half-million-dollar payment was indeed sent on to a banker in Switzerland who laundered it in some way before it reached Italian government officials or whether it was a completely legitimate operation is a matter the audit committee apparently found no'need to clarify This omission is particularly tantalizing because there reportedly is nothing in Avis's records to indicate a prior letter of agreement for the payment For his part, Mr. Gould, who helped set up Arbourage, said no one had made any inquiries about it, and he added he had never even heard of the audit committee study that was turned over to the SEC Meanwhile, at Avis, much more attention seems to be directed at illicit payments that possibly can"
mag_1991_343958.txt-7-19	record_nn		110-116	In less than four years his independent film company, Morgan Creek Productions, has produced a sizzling track record
news_1973_730777.txt-22-1	record_nn		6-13	Those records belonged over here and what we were doing was getting back.
news_1978_733514.txt-23-7	record_nn		43-50	President Carter, who listens to classical records all day long, appeared to be enthralled.
news_1978_733754.txt-20-24	record_nn		136-142	"She and I were concerned about the protection of her confidentiality both with regard to her taking medication and to the creation of a record anywhere that she had been treated by a psychiatrist, "" Bourne said."
nf_1961_774367.txt-2198-2	record_nn		8-14	"Let the record show, "" Judge Rives said, "" that the court has called for evidence from the defense in open court and none is offered. """
mag_1980_485877.txt-172-10	record_nn		66-72	But perhaps the most interesting experiment anywhere is The Union Record (Seattle), the labor daily which, on the President's arrival in that city, dared, to the horror of the correspondents accompanying him,
fic_2005_31686.txt-155-7	record_nn		33-40	"There had been no mention in his records of these fantasies.... "" The pirates? """
nf_2007_776449.txt-6-9	record_nn		52-58	Within the legal profession in particular, Warren's record on civil rights gave him tremendous
mag_1971_282685.txt-6-3	record_nn		12-18	Last week a record crowd of 81,036 came to find out, as the big (16.1 hands) copper colt went to the post in the $125,000 Belmont Stakes, the final jewel in the Triple Crown.
mag_1987_88962.txt-50-28	record_nn		162-168	// SAILING -- PHILIPPE JEANTOT, in his 60-foot sloop, Credit Agricole III, cut nearly 25 days off his own four-year-old BOC Challenge solo circumnavigation world record, covering the 27,000 miles in 134 days, 5 hours, 24 minutes and 56 seconds to win Class I. MIKE PLANT, in a 50-foot sloop, won Class II in 157 days (page 74).
fic_1970_782003.txt-2934-1	record_nn		4-10	"Any record on any police blotter anywhere, particularly with reference to smoking pot. """
news_1988_668892.txt-4-9	record_nn		49-55	East Germany ' s Heike Drechsler owns the indoor record of 24-2 1/2, set Saturday in Vienna.
nf_2001_746879.txt-32-20	record_nn		116-123	As part of the review process, all available medical information was obtained, and this included study and hospital records.
fic_2000_52612.txt-32-51	record_nn		271-278	I've never followed the research checklist given me by my genealogist friend: I haven't located the family Bible yet; there are letters left unread; I've only done a few interviews; I've never visited the county courthouse and sorted through birth certificates, marriage records, wills, estates, deeds, mortgages; I've tracked down only a few cemetery logs, county histories, tax lists, newspaper articles, voter rolls; I've spent one weekend in the state archives looking for the land grants, census, and militia records, but I haven't been back.
news_2009_646797.txt-73-17	record_nn		89-96	In addition to its staff of 36 lobbyists, Lockheed paid 41 contract lobbyists last year, records show, including former Indiana GOP senator Dan Coats, former Air Force general John Conaway and former FAA administrator Linda Daschle.
news_1979_734499.txt-40-2	record_nn		14-21	School system records are in such bad shape that these figures have not been forthcoming despite days of work by skilled outside auditors.
news_1982_671097.txt-110-7	record_nn		35-42	// During those years, state court records show, Mr. Cody was mainly in reform school or state prison.
mag_2007_390776.txt-128-4	record_nn		11-17	I'll go on record saying I 'm gon na sell more than both of them put together at the end of the day.
mag_2000_403677.txt-77-3	record_nn		9-15	(For the record, reversing letters is not an indicator of a learning disability in preschoolers.
mag_1987_334553.txt-23-8	record_nn		46-52	Credit came easily: recognizing the company's record of success, banks extended Kroh Development $39 million in unsecured loans.
fic_1984_780068.txt-647-10	record_nn		60-67	"There was nothing in it but penciled and highly abbreviated records of %i.its to libraries; quotations from hooks with titles like "" History of Angelina and ' vier Counties "" and "" Kirk Family History. """
mag_1993_425262.txt-91-9	record_nn		53-59	leaving behind a large basin and the most noteworthy record of freshwater fossil fish ever found in the United States.
nf_1978_773880.txt-1049-11	record_nn		55-61	, train or subway stations, shopping centers, schools, record shops, music stores, and other places frequented by the market you're trying to reach.
news_1989_668984.txt-52-13	record_nn		68-74	5 points per game and has an outside shot at the AMCU single-season record held by current Golden State guard Winston Garland.
mag_1961_205956.txt-13-6	record_nn		28-35	A riffle through the army's records discovers seven competent but crooked officers and other ranks (Nigel Patrick,
news_2003_628509.txt-80-6	record_nn		27-33	A southpaw, Spinks ran his record to 31-2 with 10 knockouts.
news_2006_623986.txt-135-13	record_nn		65-72	"They stood up to the feds (by fighting a subpoena seeking search records to explore whether there is a need for new Internet child pornography laws) and it's "" Yea! """
mag_2001_411673.txt-78-21	record_nn		111-117	"At a 1988 conference in Tehran, Hamid Algar of the University of California at Berkeley praised Iran's "" proud record of resistance to aggression. """
mag_1972_488012.txt-223-6	record_nn		29-35	It does not detract from the record of McGovern, McCarthy and the others to say that Gruening and Morse were the first and most forceful and effective critics of the war.
mag_2004_415362.txt-103-15	record_nn		51-57	It's not a very good time to be in a band and on a record label right now, anyway.
mag_1972_251592.txt-6-21	record_nn		97-103	"did not prevent me from building a new yacht and improving the * * 26; 5180; TOOLONG world speed record which I had held since 1967. """
news_1981_670933.txt-32-25	record_nn		125-132	Many, like Mr. Morales, were incarcerated on their own admission, since the United States has no access to Cuba ' s criminal records.
nf_1963_774144.txt-230-48	record_nn		286-292	"The program works like this: first a letter is sent to the family announcing that the Cedar Park Memorial Counselor and Director of Family Counseling Service will call upon them shortly "" to secure the information necessary for the Historical Record and present you with a photographic record of the services at Cedar Memorial. """
mag_1981_494150.txt-48-14	record_nn		64-70	Sam Brown, who killed the two policemen in Nyack, had an arrest record going back to 1958.
news_1963_723497.txt-47-2	record_nn		8-14	For the record, your information is inaccurate on Governor Rockefeller's visit on Sept. 21.
fic_2006_27859.txt-63-2	record_nn		8-14	"For the record, my sister would not be caught dead in a Ross, or any other store with the slogan "" dress for less. """
news_1976_732667.txt-19-21	record_nn		111-118	Some Midwood residents assert that it took the police more than 30 minutes to arrive, but the police say their records indicate the response time was half that.
mag_1980_491486.txt-126-9	record_nn		44-51	When the cops found Kessler's name in those records listed beside such colossal daily bets, they decided to look a little further.
fic_2001_30892.txt-1-7	record_nn		43-50	He located the Hajimi house through police records at the Russian Compound, where Hassan Hajimi was imprisoned.
mag_1985_329280.txt-12-4	record_nn		13-19	It is also a record of survival and a tentative kind of triumph.
mag_1998_399430.txt-31-10	record_nn		51-57	New England's seven pathetic yards is a Super Bowl record.
mag_1981_432041.txt-98-3	record_nn		23-30	"But communications and records officer William Belk of West Columbia, S.C., said he "" didn't want hate to end this. """
news_1996_652787.txt-48-6	record_nn		36-43	The importance of the testimony and records smuggled out of China by Dr. Zhang last year is that they document the unnatural deaths of more than 1,000
mag_2002_385360.txt-30-3	record_nn		13-20	"I was making records, but they weren't getting played because there was no place to play them. """
mag_1975_107266.txt-40-12	record_nn		76-82	That clocking was 18.6 seconds behind the late Steve Prefontaine's American record, but the Oregon crowd gave Shorter the longest applause of the meet, probably because Shorter attacked the race the way Prefontaine used to, driving hard all the way.
fic_1993_1040060.txt-858-28	record_nn		154-160	"Ms. Czajwolski said they would come out to her house before the final determination, but unless Martha had some sort of serious problems, like a criminal record, things should go smoothly. """
news_1982_671060.txt-40-6	record_nn		32-39	, according to court and school records, Peewee had been arrested for having taken a loaded revolver to school.
fic_1981_14064.txt-702-12	record_nn		57-63	Constance starts to drink, stops, puts the needle on the record again, sits.
mag_1984_432205.txt-64-8	record_nn		48-54	The merchandise trade deficit, which fell below record levels in May and June, means foreign firms are selling more goods here than U.S. exporters sell abroad,
mag_1972_314265.txt-13-24	record_nn		128-134	Dowd, a onetime FBI agent and St. Louis police board president, has so far found little to campaign on except his law-and-order record.
mag_1985_432223.txt-147-3	record_nn		12-19	So did Sire Records, which signed her in 1983 at Kamin's urging.
news_1968_726910.txt-21-6	record_nn		29-35	The basic reason is that the record build-up of forces has passed and defense establishment strengths are expected to remain about the same.
nf_1983_774351.txt-1869-7	record_nn		40-46	It concluded that Federal's past growth record and its projected growth were proper justification for it to go through the normal certification process.
mag_1960_243020.txt-16-7	record_nn		40-46	While holding to the suppression of the record at this time, Levin said that all hearings on the case will be held in open court.
news_2006_604898.txt-32-11	record_nn		49-56	, and began catering to them at the shows and on records.
news_1999_653851.txt-73-20	record_nn		107-113	"He said he could easily envision a "" relatively normal correction "" this year in a market that has reached record prices."
news_2000_603035.txt-83-8	record_nn		56-62	Denver's new darlings Nuggets Broncos Season Attendance record record 1997-98 11,800 11-71 16-4 1998-99 11,879 14-36 17-2 1999-2000 15,231 17-16 6-10
news_1976_732783.txt-50-17	record_nn		89-96	That also means the guarantee of anonymity in open court, with such data sealed in court records rather than handed over to the defendant who may be bent on vengeance.
