identifier1	identifier2	annotator	judgment	comment	lemma	round
bib15873371_18951220_145112_347_0001_alto.xml-17-4	bib11653828_18231227_144028_300_0003_alto.xml-8-22	annotator2	1.0	 	gloria	3
bib11653828_18281110_144028_258_0004_alto.xml-12-25	bib11653823_18210807_144010_182_0002_alto.xml-5-6	annotator2	1.0	 	gloria	3
bib19277277_18281210_147682_289_0001_alto.xml-2-63	bib11653790_18980225_145648_16_0006_alto.xml-42-35	annotator2	1.0	 	gloria	3
bib19225758_18950301_144022_51_0005_alto.xml-59-3	bib11653790_19010205_145648_10_0002_alto.xml-60-9	annotator2	4.0	 	gloria	3
bib19225758_18950627_144022_146_0001_alto.xml-37-37	bib13506739_18030413_144030_82_0003_alto.xml-2-1	annotator2	3.0	 	gloria	3
bib15873371_18950111_145112_10_0003_alto.xml-62-6	bib11653838_19020627_147024_26_0003_alto.xml-28-24	annotator2	4.0	 	gloria	3
bib19227291_18171105_145289_45_0002_alto.xml-11-8	bib19277277_18950619_147683_164_0002_alto.xml-46-15	annotator2	3.0	 	gloria	3
bib19225758_18951104_144022_257_0003_alto.xml-254-1	bib15650814_18950318_146365_66_0002_alto.xml-135-35	annotator2	1.0	 	gloria	3
bib11653828_18261117_144028_268_0002_alto.xml-16-52	bib11653828_18240110_144028_7_0002_alto.xml-6-25	annotator2	4.0	 	gloria	3
bib11653811_19030918_145317_144_0001_alto.xml-77-39	bib15975090_18951221_148377_151_0002_alto.xml-39-24	annotator2	1.0	 	gloria	3
bib19225772_18191116_148004_132_0001_alto.xml-9-10	bib15650837_18950614_146391_136_0004_alto.xml-8-62	annotator2	3.0	 	gloria	3
bib11653828_18290505_144028_102_0001_alto.xml-9-20	bib13506739_18030413_144030_82_0003_alto.xml-2-1	annotator2	1.0	 	gloria	3
bib19223423_18200212_145063_12_0005_alto.xml-16-40	bib13506739_18301210_144030_287_0002_alto.xml-5-23	annotator2	3.0	 	gloria	3
bib15650835_18950618_146472_52_0003_alto.xml-208-9	bib11653811_19030909_145317_139_0001_alto.xml-125-42	annotator2	3.0	 	gloria	3
bib19277277_18281210_147682_289_0001_alto.xml-2-63	bib13506739_18030413_144030_82_0003_alto.xml-2-1	annotator2	1.0	 	gloria	3
bib11653828_18281110_144028_258_0004_alto.xml-12-25	bib11653811_19030909_145317_139_0001_alto.xml-125-42	annotator2	1.0	 	gloria	3
bib11653790_18990602_145648_42_0003_alto.xml-0-7	bib13506739_18030413_144030_82_0003_alto.xml-2-1	annotator3	0.0	 	gloria	3
bib11653811_19030918_145317_144_0001_alto.xml-77-39	bib19225772_18240113_148004_4_0002_alto.xml-2-14	annotator3	2.0	 	gloria	3
bib11653828_18261117_144028_268_0002_alto.xml-16-52	bib11653828_18240110_144028_7_0002_alto.xml-6-25	annotator3	4.0	 	gloria	3
bib19223423_18200212_145063_12_0005_alto.xml-16-40	bib13506739_18301210_144030_287_0002_alto.xml-5-23	annotator3	2.0	 	gloria	3
bib15873936_18960910_147385_105_0001_alto.xml-37-4	bib15650837_18950821_146391_193_0002_alto.xml-18-54	annotator3	1.0	 	gloria	3
bib11653790_18990602_145648_42_0003_alto.xml-0-7	bib11653811_19030909_145317_139_0001_alto.xml-125-42	annotator3	1.0	 	gloria	3
bib15873936_18961001_147385_114_0001_alto.xml-27-4	bib11653811_19030909_145317_139_0001_alto.xml-125-42	annotator3	1.0	 	gloria	3
bib19277301_18950819_145146_67_0002_alto.xml-86-14	bib11653828_18220604_144028_127_0003_alto.xml-14-19	annotator3	4.0	 	gloria	3
bib15650837_18950516_146391_113_0002_alto.xml-134-7	bib11653830_18970701_146968_52_0003_alto.xml-94-16	annotator3	2.0	 	gloria	3
bib15761097_18950110_145020_4_0004_alto.xml-34-10	bib19223423_18250319_145063_22_0001_alto.xml-3-26	annotator3	2.0	 	gloria	3
bib11653828_18280130_144028_25_0002_alto.xml-6-25	bib13506739_18210927_144030_226_0002_alto.xml-3-11	annotator3	3.0	 	gloria	3
bib11653828_18281110_144028_258_0004_alto.xml-12-25	bib13506739_18030413_144030_82_0003_alto.xml-2-1	annotator3	0.0	proper noun	gloria	3
bib11653811_19020626_145317_95_0002_alto.xml-181-53	bib11653838_19010322_147024_12_0001_alto.xml-21-16	annotator3	2.0	 	gloria	3
bib15975090_18960425_148377_52_0003_alto.xml-46-30	bib11653828_18280516_144028_112_0003_alto.xml-13-32	annotator3	4.0	 	gloria	3
bib19225772_18241020_148004_121_0002_alto.xml-12-77	bib11653811_19030909_145317_139_0001_alto.xml-125-42	annotator3	4.0	 	gloria	3
bib13506739_18250131_144030_24_0001_alto.xml-1-23	bib11653838_19010322_147024_12_0001_alto.xml-21-16	annotator3	3.0	 	gloria	3
bib19277277_18950329_147683_86_0006_alto.xml-83-4	bib13506739_18030413_144030_82_0003_alto.xml-2-1	annotator3	0.0	proper noun	gloria	3
bib15873936_18961210_147385_144_0001_alto.xml-0-73	bib19223423_18250319_145063_22_0001_alto.xml-3-26	annotator3	1.0	 	gloria	3
bib19227291_18290121_145289_4_0005_alto.xml-3-35	bib11653828_18241112_144028_264_0002_alto.xml-19-41	annotator3	3.0	 	gloria	3
bib13506739_18210927_144030_226_0002_alto.xml-3-11	bib15975090_18951221_148377_151_0002_alto.xml-39-24	annotator3	4.0	 	gloria	3
bib11653811_18990429_145317_64_0003_alto.xml-118-21	bib19277277_18950113_147683_12_0003_alto.xml-30-0	annotator3	3.0	 	gloria	3
bib15873936_18960910_147385_105_0001_alto.xml-37-4	bib13506739_18030413_144030_82_0003_alto.xml-2-1	annotator3	1.0	 	gloria	3
bib19277301_18950627_145146_52_0004_alto.xml-7-51	bib15975090_18951221_148377_151_0002_alto.xml-39-24	annotator3	3.0	 	gloria	3
bib19225772_18290213_148004_18_0002_alto.xml-1-54	bib19223423_18200212_145063_12_0005_alto.xml-16-40	annotator3	0.0	proper noun	gloria	3
bib11653806_18050227_145120_25_0003_alto.xml-1-36	bib11653828_18220604_144028_127_0003_alto.xml-14-19	annotator3	4.0	 	gloria	3
bib15650837_18950614_146391_136_0004_alto.xml-8-62	bib11653828_18280130_144028_25_0002_alto.xml-6-25	annotator3	2.0	 	gloria	3
bib19227291_18971023_145289_128_0002_alto.xml-7-16	bib19223423_18200212_145063_12_0005_alto.xml-16-40	annotator3	2.0	 	gloria	3
bib15873936_18961210_147385_144_0001_alto.xml-0-73	bib13506739_18030413_144030_82_0003_alto.xml-2-1	annotator3	1.0	 	gloria	3
bib19227291_18171105_145289_45_0002_alto.xml-11-8	bib19277277_18950619_147683_164_0002_alto.xml-46-15	annotator3	2.0	 	gloria	3
bib11653811_18990429_145317_64_0003_alto.xml-118-21	bib11653811_19030704_145317_101_0004_alto.xml-14-1	annotator3	3.0	 	gloria	3
bib11653806_18050227_145120_25_0003_alto.xml-1-36	bib19277277_18950619_147683_164_0002_alto.xml-46-15	annotator3	2.0	 	gloria	3
bib11653825_18150117_145134_6_0002_alto.xml-5-4	bib11653828_18220604_144028_127_0003_alto.xml-14-19	annotator3	4.0	 	gloria	3
bib11653830_18950311_146968_30_0004_alto.xml-89-10	bib19277301_18950627_145146_52_0004_alto.xml-7-51	annotator3	4.0	 	gloria	3
bib19277301_18950627_145146_52_0004_alto.xml-7-51	bib11653828_18220604_144028_127_0003_alto.xml-14-19	annotator3	2.0	 	gloria	3
bib15873936_18961001_147385_114_0001_alto.xml-27-4	bib13506739_18030413_144030_82_0003_alto.xml-2-1	annotator3	1.0	 	gloria	3
bib19225758_18951211_144022_289_0001_alto.xml-19-4	bib11653828_18220604_144028_127_0003_alto.xml-14-19	annotator3	1.0	 	gloria	3
bib15975090_18960425_148377_52_0003_alto.xml-46-30	bib13506739_18030413_144030_82_0003_alto.xml-2-1	annotator3	2.0	 	gloria	3
bib13506739_18250131_144030_24_0001_alto.xml-1-23	bib11653828_18220604_144028_127_0003_alto.xml-14-19	annotator3	2.0	 	gloria	3
bib19225758_18951219_144022_296_0001_alto.xml-16-9	bib11653811_19030909_145317_139_0001_alto.xml-125-42	annotator3	1.0	 	gloria	3
bib11653811_18960208_145317_21_0003_alto.xml-37-33	bib13506739_18030413_144030_82_0003_alto.xml-2-1	annotator3	3.0	 	gloria	3
bib15873371_18950111_145112_10_0003_alto.xml-62-6	bib11653838_19010322_147024_12_0001_alto.xml-21-16	annotator3	2.0	 	gloria	3
bib11653825_18150124_145134_9_0002_alto.xml-7-4	bib11653828_18220604_144028_127_0003_alto.xml-14-19	annotator3	0.0	unclear context	gloria	3
bib13506739_18260518_144030_101_0001_alto.xml-15-13	bib11653790_19010205_145648_10_0002_alto.xml-60-9	annotator3	2.0	 	gloria	3
bib15978012_18950611_148361_133_0003_alto.xml-0-91	bib11653790_19010205_145648_10_0002_alto.xml-60-9	annotator3	3.0	 	gloria	3
bib11653828_18290505_144028_102_0001_alto.xml-9-20	bib11653828_18220604_144028_127_0003_alto.xml-14-19	annotator3	0.0	different language	gloria	3
bib11653838_19020613_147024_24_0003_alto.xml-186-3	bib15650814_18950318_146365_66_0002_alto.xml-135-35	annotator3	2.0	 	gloria	3
bib19225772_18290213_148004_18_0002_alto.xml-1-54	bib15975090_18951221_148377_151_0002_alto.xml-39-24	annotator3	0.0	proper noun	gloria	3
bib11653828_17991008_144028_230_0002_alto.xml-3-12	bib19227291_18971007_145289_121_0003_alto.xml-18-30	annotator3	3.0	 	gloria	3
bib15761097_18950727_145020_88_0001_alto.xml-12-5	bib15975090_18960411_148377_46_0003_alto.xml-73-16	annotator3	1.0	 	gloria	3
bib19225758_18950627_144022_146_0001_alto.xml-37-37	bib11653811_19030909_145317_139_0001_alto.xml-125-42	annotator3	2.0	 	gloria	3
bib15975090_18960425_148377_52_0003_alto.xml-46-30	bib11653828_18220604_144028_127_0003_alto.xml-14-19	annotator3	2.0	 	gloria	3
bib11653828_18270810_144028_185_0002_alto.xml-8-13	bib11653828_18220604_144028_127_0003_alto.xml-14-19	annotator3	4.0	 	gloria	3
bib11653806_18150117_145120_6_0002_alto.xml-2-6	bib15975090_18951221_148377_151_0002_alto.xml-39-24	annotator3	4.0	 	gloria	3
bib11653825_18150124_145134_9_0002_alto.xml-7-4	bib19277277_18950619_147683_164_0002_alto.xml-46-15	annotator3	2.0	 	gloria	3
bib13506739_18210927_144030_226_0002_alto.xml-3-11	bib11653828_18281209_144028_283_0002_alto.xml-2-37	annotator3	2.0	 	gloria	3
bib15873936_18961210_147385_144_0001_alto.xml-0-73	bib11653806_18140307_145120_32_0003_alto.xml-7-15	annotator3	1.0	 	gloria	3
bib11653838_19010322_147024_12_0001_alto.xml-21-16	bib11653828_18241112_144028_264_0002_alto.xml-19-41	annotator3	4.0	 	gloria	3
bib15873936_18961219_147385_148_0002_alto.xml-12-73	bib11653811_19030909_145317_139_0001_alto.xml-125-42	annotator3	2.0	 	gloria	3
bib15650835_18950618_146472_52_0003_alto.xml-208-9	bib19277346_18200701_147394_27_0003_alto.xml-9-10	annotator3	4.0	 	gloria	3
bib11653806_18050227_145120_25_0003_alto.xml-1-36	bib15975090_18951221_148377_151_0002_alto.xml-39-24	annotator3	3.0	 	gloria	3
bib19277301_18950819_145146_67_0002_alto.xml-86-14	bib15975090_18951221_148377_151_0002_alto.xml-39-24	annotator3	4.0	 	gloria	3
bib11653828_18261117_144028_268_0002_alto.xml-16-52	bib19223423_18200212_145063_12_0005_alto.xml-16-40	annotator4	4.0	 	gloria	3
bib11653806_18150117_145120_6_0002_alto.xml-2-6	bib11653811_19030909_145317_139_0001_alto.xml-125-42	annotator4	4.0	 	gloria	3
bib11653825_18150117_145134_6_0002_alto.xml-5-4	bib15975090_18951221_148377_151_0002_alto.xml-39-24	annotator4	4.0	 	gloria	3
bib11653811_18990429_145317_64_0003_alto.xml-118-21	bib11653811_19030704_145317_101_0004_alto.xml-14-1	annotator4	3.0	 	gloria	3
bib11653828_17991008_144028_230_0002_alto.xml-3-12	bib19227291_18971007_145289_121_0003_alto.xml-18-30	annotator4	4.0	 	gloria	3
bib11653806_18050227_145120_25_0003_alto.xml-1-36	bib19277277_18950619_147683_164_0002_alto.xml-46-15	annotator4	2.0	 	gloria	3
bib13506739_18030413_144030_82_0003_alto.xml-2-1	bib11653825_18050316_145134_32_0001_alto.xml-1-50	annotator4	0.0	 	gloria	3
bib15975090_18950622_148377_73_0002_alto.xml-46-19	bib11653828_18241112_144028_264_0002_alto.xml-19-41	annotator4	3.0	 	gloria	3
bib19277277_18950227_147683_57_0005_alto.xml-93-2	bib15975090_18950829_148377_102_0004_alto.xml-22-35	annotator4	2.0	 	gloria	3
bib19225758_18950627_144022_146_0001_alto.xml-37-37	bib11653828_18270810_144028_185_0002_alto.xml-8-13	annotator4	2.0	 	gloria	3
bib15873936_18961210_147385_144_0001_alto.xml-0-73	bib13506739_18030413_144030_82_0003_alto.xml-2-1	annotator4	1.0	 	gloria	3
bib19227291_18971007_145289_121_0003_alto.xml-18-30	bib11653828_18280130_144028_25_0002_alto.xml-6-25	annotator4	3.0	 	gloria	3
bib19277301_18950627_145146_52_0004_alto.xml-7-51	bib11653828_18261117_144028_268_0002_alto.xml-16-52	annotator4	2.0	 	gloria	3
bib11653811_18990429_145317_64_0003_alto.xml-118-21	bib19225758_18950301_144022_51_0005_alto.xml-59-3	annotator4	2.0	 	gloria	3
bib11653838_19020613_147024_24_0003_alto.xml-186-3	bib11653838_19010322_147024_12_0001_alto.xml-21-16	annotator4	2.0	 	gloria	3
bib11653828_18261117_144028_268_0002_alto.xml-16-52	bib11653828_18240110_144028_7_0002_alto.xml-6-25	annotator4	4.0	 	gloria	3
bib11653811_19030918_145317_144_0001_alto.xml-77-39	bib11653828_18241112_144028_264_0002_alto.xml-19-41	annotator4	3.0	 	gloria	3
bib15975090_18950829_148377_102_0004_alto.xml-22-35	bib19277346_18200701_147394_27_0003_alto.xml-9-10	annotator4	2.0	 	gloria	3
bib11653828_18290505_144028_102_0001_alto.xml-9-20	bib19277277_18950227_147683_57_0005_alto.xml-93-2	annotator4	3.0	 	gloria	3
bib19227291_18171105_145289_45_0002_alto.xml-11-8	bib11653811_19030909_145317_139_0001_alto.xml-125-42	annotator4	4.0	 	gloria	3
bib19225772_18191116_148004_132_0001_alto.xml-9-10	bib15975090_18951221_148377_151_0002_alto.xml-39-24	annotator4	4.0	 	gloria	3
bib15873936_18961210_147385_144_0001_alto.xml-0-73	bib11653828_18220604_144028_127_0003_alto.xml-14-19	annotator4	1.0	 	gloria	3
bib11653830_18960430_146968_35_0004_alto.xml-104-62	bib19225772_18191116_148004_132_0001_alto.xml-10-24	annotator4	3.0	 	gloria	3
bib15873936_18961219_147385_148_0002_alto.xml-12-73	bib15975090_18951221_148377_151_0002_alto.xml-39-24	annotator4	1.0	 	gloria	3
bib11653811_19030704_145317_101_0004_alto.xml-14-1	bib15975090_18951221_148377_151_0002_alto.xml-39-24	annotator4	2.0	 	gloria	3
bib19277277_18250310_147682_57_0004_alto.xml-18-4	bib11653828_18180811_144028_182_0003_alto.xml-1-33	annotator4	3.0	 	gloria	3
bib19225772_18191116_148004_132_0001_alto.xml-9-10	bib15650837_18950614_146391_136_0004_alto.xml-8-62	annotator4	3.0	 	gloria	3
bib19277277_18950329_147683_86_0006_alto.xml-83-4	bib19277277_18950619_147683_164_0002_alto.xml-46-15	annotator4	0.0	 	gloria	3
bib11653811_18990429_145317_64_0003_alto.xml-118-21	bib13506739_18170305_144030_53_0009_alto.xml-9-6	annotator4	0.0	 	gloria	3
bib15761097_18950110_145020_4_0004_alto.xml-34-10	bib19223423_18250319_145063_22_0001_alto.xml-3-26	annotator4	3.0	 	gloria	3
bib11653806_18150117_145120_6_0002_alto.xml-2-6	bib13506739_18301210_144030_287_0002_alto.xml-5-23	annotator4	0.0	 	gloria	3
bib19225758_18950627_144022_146_0001_alto.xml-37-37	bib15978012_18950611_148361_133_0003_alto.xml-0-91	annotator4	3.0	 	gloria	3
bib19277277_18950816_147683_221_0006_alto.xml-1-8	bib11653811_19030909_145317_139_0001_alto.xml-125-42	annotator4	1.0	 	gloria	3
bib11653828_17991008_144028_230_0002_alto.xml-3-12	bib11653828_18220604_144028_127_0003_alto.xml-14-19	annotator4	4.0	 	gloria	3
bib11653828_18261117_144028_268_0002_alto.xml-16-52	bib19277277_18950619_147683_164_0002_alto.xml-46-15	annotator4	4.0	 	gloria	3
bib11653811_19030918_145317_144_0001_alto.xml-77-39	bib11653811_19030909_145317_139_0001_alto.xml-125-42	annotator4	3.0	 	gloria	3
bib15873936_18961210_147385_144_0001_alto.xml-0-73	bib19223423_18250319_145063_22_0001_alto.xml-3-26	annotator4	1.0	 	gloria	3
bib15975090_18951221_148377_151_0002_alto.xml-39-24	bib11653828_18280130_144028_25_0002_alto.xml-6-25	annotator4	4.0	 	gloria	3
bib11653830_18960430_146968_35_0004_alto.xml-104-62	bib11653811_18981121_145317_180_0003_alto.xml-104-25	annotator4	3.0	 	gloria	3
bib19277301_18950819_145146_67_0002_alto.xml-86-14	bib15975090_18951221_148377_151_0002_alto.xml-39-24	annotator4	4.0	 	gloria	3
bib11653825_18150124_145134_9_0002_alto.xml-7-4	bib13506739_18030413_144030_82_0003_alto.xml-2-1	annotator4	4.0	 	gloria	3
bib11653811_19020626_145317_95_0002_alto.xml-181-53	bib11653838_19010322_147024_12_0001_alto.xml-21-16	annotator4	2.0	 	gloria	3
bib11653838_19010322_147024_12_0001_alto.xml-21-16	bib11653811_18981121_145317_180_0003_alto.xml-104-25	annotator4	4.0	 	gloria	3
bib15761097_18950727_145020_88_0001_alto.xml-12-5	bib11653828_18220604_144028_127_0003_alto.xml-14-19	annotator4	1.0	 	gloria	3
bib15650837_18140323_146391_23_0001_alto.xml-3-1	bib11653811_18981121_145317_180_0003_alto.xml-104-25	annotator4	3.0	 	gloria	3
bib15650837_18140323_146391_23_0001_alto.xml-3-1	bib13506739_18281202_144030_282_0003_alto.xml-0-5	annotator4	0.0	 	gloria	3
bib11653811_19030704_145317_101_0004_alto.xml-14-1	bib19227291_18971023_145289_128_0002_alto.xml-60-7	annotator4	2.0	 	gloria	3
bib19225758_18950627_144022_146_0001_alto.xml-37-37	bib15978012_18950220_148361_43_0003_alto.xml-4-6	annotator4	2.0	 	gloria	3
bib11653828_18231107_144028_259_0002_alto.xml-2-0	bib19227291_18971007_145289_121_0003_alto.xml-18-30	annotator4	2.0	 	gloria	3
bib11653828_18261117_144028_268_0002_alto.xml-16-52	bib15975090_18960425_148377_52_0003_alto.xml-46-30	annotator4	4.0	 	gloria	3
bib19227291_18171105_145289_45_0002_alto.xml-11-8	bib13506739_18030413_144030_82_0003_alto.xml-2-1	annotator4	4.0	 	gloria	3
bib19227291_18280611_145289_24_0001_alto.xml-15-9	bib15975090_18951221_148377_151_0002_alto.xml-39-24	annotator4	0.0	 	gloria	3
bib11653828_18281110_144028_258_0004_alto.xml-12-25	bib11653811_19030909_145317_139_0001_alto.xml-125-42	annotator4	0.0	 	gloria	3
bib11653811_19030704_145317_101_0004_alto.xml-14-1	bib11653828_18220604_144028_127_0003_alto.xml-14-19	annotator4	3.0	 	gloria	3
bib11653830_18950306_146968_28_0003_alto.xml-90-6	bib11653828_18280130_144028_25_0002_alto.xml-6-25	annotator4	3.0	 	gloria	3
bib11653790_19010205_145648_10_0002_alto.xml-60-9	bib11653828_18280516_144028_112_0003_alto.xml-13-32	annotator4	4.0	 	gloria	3
bib15873936_18961219_147385_148_0002_alto.xml-12-73	bib11653811_19030909_145317_139_0001_alto.xml-125-42	annotator4	1.0	 	gloria	3
bib15761097_18950727_145020_88_0001_alto.xml-12-5	bib19227291_18971023_145289_128_0002_alto.xml-60-7	annotator4	1.0	 	gloria	3
