identifier1	identifier2	annotator	judgment	comment	lemma	round
bib19225772_17941219_148003_101_0003_alto.xml-3-88	bib13506739_18250407_144030_78_0002_alto.xml-5-86	annotator2	1.0	 	medium	3
bib15873936_18950309_147385_30_0004_alto.xml-9-11	bib19227291_18970417_145289_46_0003_alto.xml-135-8	annotator2	1.0	 	medium	3
bib19277277_18300709_147682_155_0006_alto.xml-4-11	bib11653828_18110911_144028_211_0003_alto.xml-3-11	annotator2	1.0	 	medium	3
bib19225758_18950131_144022_26_0004_alto.xml-68-6	bib11653828_18110911_144028_211_0003_alto.xml-3-11	annotator2	1.0	 	medium	3
bib19227462_18951207_147640_286_0005_alto.xml-76-2	bib11653828_18110911_144028_211_0003_alto.xml-3-11	annotator2	1.0	 	medium	3
bib19349359_18950831_148383_103_0003_alto.xml-130-20	bib11653828_18110911_144028_211_0003_alto.xml-3-11	annotator2	1.0	 	medium	3
bib19277277_18950702_147683_176_0006_alto.xml-111-25	bib15761097_18950423_145020_48_0004_alto.xml-2-0	annotator2	1.0	 	medium	3
bib13506739_18030702_144030_146_0002_alto.xml-13-6	bib11653828_18110911_144028_211_0003_alto.xml-3-11	annotator2	1.0	 	medium	3
bib19227291_18950713_145289_83_0003_alto.xml-36-8	bib11653828_18050222_144028_45_0003_alto.xml-0-12	annotator2	4.0	 	medium	3
bib15760600_18950824_146401_100_0003_alto.xml-198-4	bib11653828_18110911_144028_211_0003_alto.xml-3-11	annotator2	4.0	 	medium	3
bib11653825_18011221_145134_151_0003_alto.xml-3-48	bib11653828_18110911_144028_211_0003_alto.xml-3-11	annotator2	1.0	 	medium	3
bib11653830_18980117_146968_5_0003_alto.xml-47-41	bib11653828_18110911_144028_211_0003_alto.xml-3-11	annotator2	1.0	 	medium	3
bib11653806_18130305_145120_25_0002_alto.xml-0-5	bib11653828_18110911_144028_211_0003_alto.xml-3-11	annotator2	1.0	 	medium	3
bib15761097_18950803_145020_91_0003_alto.xml-172-24	bib19227291_18970417_145289_46_0003_alto.xml-135-8	annotator2	2.0	 	medium	3
bib11653811_18971124_145317_182_0001_alto.xml-7-7	bib19227291_18970417_145289_46_0003_alto.xml-135-8	annotator2	2.0	 	medium	3
bib19225772_18071023_148004_121_0003_alto.xml-0-135	bib11653828_18110911_144028_211_0003_alto.xml-3-11	annotator2	2.0	 	medium	3
bib11653811_19000402_145317_51_0003_alto.xml-104-12	bib19227291_18970417_145289_46_0003_alto.xml-135-8	annotator2	0.0	 	medium	3
bib19225772_18071023_148004_121_0003_alto.xml-0-135	bib11653828_18020317_144028_62_0002_alto.xml-11-9	annotator2	0.0	 	medium	3
bib19277277_18950330_147683_87_0004_alto.xml-11-5	bib15650835_18950626_146472_54_0003_alto.xml-125-28	annotator2	4.0	 	medium	3
bib11653828_18200622_144028_142_0004_alto.xml-0-18	bib11653828_18110911_144028_211_0003_alto.xml-3-11	annotator3	1.0	 	medium	3
bib13506739_18110821_144030_193_0004_alto.xml-6-41	bib11653828_18110911_144028_211_0003_alto.xml-3-11	annotator3	0.0	unclear context	medium	3
bib11653806_18030504_145120_46_0003_alto.xml-4-5	bib11653828_18110911_144028_211_0003_alto.xml-3-11	annotator3	1.0	 	medium	3
bib11653828_18080224_144028_45_0002_alto.xml-9-8	bib13506739_18100424_144030_94_0005_alto.xml-0-12	annotator3	3.0	 	medium	3
bib15760690_18950824_145050_129_0004_alto.xml-41-5	bib11653828_18110911_144028_211_0003_alto.xml-3-11	annotator3	1.0	 	medium	3
bib15873371_18950802_145112_207_0002_alto.xml-14-31	bib19227291_18970417_145289_46_0003_alto.xml-135-8	annotator3	1.0	 	medium	3
bib19225792_17970303_147359_9_0008_alto.xml-3-4	bib11653790_18960313_145648_11_0006_alto.xml-219-14	annotator3	2.0	 	medium	3
bib19225758_18950516_144022_113_0003_alto.xml-249-33	bib19227291_18970417_145289_46_0003_alto.xml-135-8	annotator3	2.0	 	medium	3
bib11653828_18110911_144028_211_0003_alto.xml-3-11	bib19227291_18970417_145289_46_0003_alto.xml-135-8	annotator3	1.0	 	medium	3
bib15761097_18950423_145020_48_0004_alto.xml-2-0	bib15761097_18950418_145020_46_0003_alto.xml-2-0	annotator3	4.0	 	medium	3
bib11653811_19030515_145317_74_0003_alto.xml-51-4	bib19227291_18970417_145289_46_0003_alto.xml-135-8	annotator3	1.0	 	medium	3
bib19277277_18300305_147682_53_0003_alto.xml-10-14	bib11653828_18110911_144028_211_0003_alto.xml-3-11	annotator3	1.0	 	medium	3
bib19277277_18300709_147682_155_0006_alto.xml-4-11	bib11653828_18110911_144028_211_0003_alto.xml-3-11	annotator3	1.0	 	medium	3
bib15873936_18950309_147385_30_0004_alto.xml-9-11	bib19227291_18970417_145289_46_0003_alto.xml-135-8	annotator3	0.0	bad OCR -> different lemmas	medium	3
bib19225758_18950629_144022_148_0008_alto.xml-123-14	bib11653828_18110911_144028_211_0003_alto.xml-3-11	annotator3	1.0	 	medium	3
bib11653806_18130305_145120_25_0002_alto.xml-0-5	bib11653825_18201007_145134_113_0007_alto.xml-2-3	annotator3	0.0	different language	medium	3
bib19277277_18261128_147682_277_0002_alto.xml-6-24	bib11653790_19010104_145648_1_0004_alto.xml-155-28	annotator3	2.0	 	medium	3
bib13506739_18250114_144030_10_0002_alto.xml-20-3	bib11653790_19010104_145648_1_0004_alto.xml-155-28	annotator3	2.0	 	medium	3
bib19227462_18950119_147640_16_0003_alto.xml-112-14	bib11653828_18110911_144028_211_0003_alto.xml-3-11	annotator3	1.0	 	medium	3
bib19277277_18950403_147683_91_0005_alto.xml-97-42	bib19227291_18970417_145289_46_0003_alto.xml-135-8	annotator3	1.0	 	medium	3
bib11653811_19020509_145317_69_0001_alto.xml-50-20	bib19227291_18970417_145289_46_0003_alto.xml-135-8	annotator3	4.0	 	medium	3
bib15761570_18950403_146176_58_0003_alto.xml-113-3	bib11653828_18110911_144028_211_0003_alto.xml-3-11	annotator3	0.0	unclear context	medium	3
bib19277277_18250727_147682_170_0002_alto.xml-27-15	bib11653830_18960601_146968_44_0002_alto.xml-15-0	annotator3	4.0	 	medium	3
bib11653806_18030504_145120_46_0003_alto.xml-4-5	bib13506739_18250114_144030_10_0002_alto.xml-20-3	annotator3	4.0	 	medium	3
bib19225758_18950520_144022_116_0003_alto.xml-194-8	bib11653828_18110911_144028_211_0003_alto.xml-3-11	annotator3	1.0	 	medium	3
bib11653790_18990224_145648_15_0007_alto.xml-45-1	bib11653828_18110911_144028_211_0003_alto.xml-3-11	annotator3	1.0	 	medium	3
bib11653811_19020329_145317_47_0003_alto.xml-10-27	bib11653828_18110911_144028_211_0003_alto.xml-3-11	annotator3	4.0	 	medium	3
bib19225758_18950131_144022_26_0004_alto.xml-68-6	bib11653828_18110911_144028_211_0003_alto.xml-3-11	annotator3	1.0	 	medium	3
bib11653823_18270531_144010_125_0002_alto.xml-0-7	bib19227291_18970417_145289_46_0003_alto.xml-135-8	annotator3	1.0	 	medium	3
bib11653838_19011213_147024_50_0004_alto.xml-70-25	bib11653830_18950805_146968_88_0001_alto.xml-16-5	annotator3	1.0	 	medium	3
bib19227462_18951118_147640_269_0002_alto.xml-208-10	bib11653828_18110911_144028_211_0003_alto.xml-3-11	annotator3	1.0	 	medium	3
bib15650837_18951118_146391_269_0003_alto.xml-168-4	bib19227291_18970417_145289_46_0003_alto.xml-135-8	annotator3	3.0	 	medium	3
bib11653811_19011209_145317_191_0004_alto.xml-121-119	bib19227291_18970417_145289_46_0003_alto.xml-135-8	annotator3	1.0	 	medium	3
bib15873371_18951104_145112_301_0004_alto.xml-107-1	bib11653828_18110911_144028_211_0003_alto.xml-3-11	annotator3	1.0	 	medium	3
bib15761097_18950803_145020_91_0003_alto.xml-172-24	bib19227291_18970417_145289_46_0003_alto.xml-135-8	annotator3	1.0	 	medium	3
bib19227462_18950123_147640_19_0004_alto.xml-185-5	bib11653828_18110911_144028_211_0003_alto.xml-3-11	annotator3	1.0	 	medium	3
bib15873371_18950429_145112_115_0004_alto.xml-49-5	bib19227291_18970417_145289_46_0003_alto.xml-135-8	annotator3	4.0	 	medium	3
bib19277277_18300303_147682_51_0001_alto.xml-12-13	bib11653790_19010104_145648_1_0004_alto.xml-155-28	annotator3	2.0	 	medium	3
bib19277277_18951029_147683_295_0007_alto.xml-85-1	bib19227291_18970417_145289_46_0003_alto.xml-135-8	annotator3	1.0	 	medium	3
bib11653830_18960601_146968_44_0002_alto.xml-15-0	bib11653828_18020317_144028_62_0002_alto.xml-11-9	annotator3	2.0	 	medium	3
bib19277277_18950508_147683_124_0009_alto.xml-44-3	bib11653828_18110911_144028_211_0003_alto.xml-3-11	annotator3	4.0	 	medium	3
bib19225758_18950516_144022_113_0003_alto.xml-249-33	bib11653823_18270222_144010_44_0004_alto.xml-3-6	annotator3	1.0	 	medium	3
bib15873936_18960225_147385_23_0003_alto.xml-206-10	bib19227291_18970417_145289_46_0003_alto.xml-135-8	annotator3	0.0	not enough context	medium	3
bib13506739_17980830_144030_199_0006_alto.xml-9-19	bib19227291_18970417_145289_46_0003_alto.xml-135-8	annotator3	1.0	 	medium	3
bib15650837_18950730_146391_174_0004_alto.xml-69-33	bib19227291_18970417_145289_46_0003_alto.xml-135-8	annotator4	1.0	 	medium	3
bib19227291_18950713_145289_83_0003_alto.xml-36-8	bib11653828_18050222_144028_45_0003_alto.xml-0-12	annotator4	3.0	 	medium	3
bib11653790_18990224_145648_15_0004_alto.xml-92-13	bib11653828_18110911_144028_211_0003_alto.xml-3-11	annotator4	4.0	 	medium	3
bib13506739_17920123_144030_18_0001_alto.xml-2-4	bib19225792_18050223_147359_8_0003_alto.xml-2-2	annotator4	1.0	 	medium	3
bib19225758_18950119_144022_16_0006_alto.xml-112-13	bib19227291_18970417_145289_46_0003_alto.xml-135-8	annotator4	1.0	 	medium	3
bib15873371_18950121_145112_20_0002_alto.xml-49-32	bib11653828_18110911_144028_211_0003_alto.xml-3-11	annotator4	4.0	 	medium	3
bib15761097_18950418_145020_46_0003_alto.xml-2-0	bib11653806_18040822_145120_94_0003_alto.xml-7-18	annotator4	3.0	 	medium	3
bib19225772_18210126_148004_11_0004_alto.xml-5-13	bib11653828_18110911_144028_211_0003_alto.xml-3-11	annotator4	1.0	 	medium	3
bib19225758_18950803_144022_178_0006_alto.xml-147-4	bib11653828_18110911_144028_211_0003_alto.xml-3-11	annotator4	4.0	 	medium	3
bib19277277_18951029_147683_295_0007_alto.xml-85-1	bib19227291_18970417_145289_46_0003_alto.xml-135-8	annotator4	0.0	 	medium	3
bib11653790_19011108_145648_88_0003_alto.xml-105-35	bib11653828_18110911_144028_211_0003_alto.xml-3-11	annotator4	4.0	 	medium	3
bib11653806_18130305_145120_25_0002_alto.xml-0-5	bib11653825_18201007_145134_113_0007_alto.xml-2-3	annotator4	1.0	 	medium	3
bib19225792_18231122_147359_46_0005_alto.xml-6-6	bib13506739_18181005_144030_229_0007_alto.xml-10-35	annotator4	0.0	 	medium	3
bib19277277_18300303_147682_51_0001_alto.xml-12-13	bib11653790_19010104_145648_1_0004_alto.xml-155-28	annotator4	3.0	 	medium	3
bib11653806_18030504_145120_46_0003_alto.xml-4-5	bib13506739_18250114_144030_10_0002_alto.xml-20-3	annotator4	3.0	 	medium	3
bib11653806_18060819_145120_87_0008_alto.xml-5-6	bib19227291_18970417_145289_46_0003_alto.xml-135-8	annotator4	1.0	 	medium	3
bib19277301_18950701_145146_53_0003_alto.xml-41-2	bib11653828_18110911_144028_211_0003_alto.xml-3-11	annotator4	1.0	 	medium	3
bib19277277_18950403_147683_91_0005_alto.xml-97-42	bib15761097_18950416_145020_45_0004_alto.xml-55-1	annotator4	1.0	 	medium	3
bib15975090_18950330_148377_38_0002_alto.xml-7-3	bib19225792_17970303_147359_9_0008_alto.xml-3-4	annotator4	0.0	 	medium	3
bib15650837_18950730_146391_174_0004_alto.xml-84-30	bib11653828_18110911_144028_211_0003_alto.xml-3-11	annotator4	4.0	 	medium	3
bib13506739_17980830_144030_199_0006_alto.xml-9-19	bib19227291_18970417_145289_46_0003_alto.xml-135-8	annotator4	1.0	 	medium	3
bib19277277_18300709_147682_155_0006_alto.xml-4-11	bib11653828_18110911_144028_211_0003_alto.xml-3-11	annotator4	1.0	 	medium	3
bib11653790_18960313_145648_11_0006_alto.xml-219-14	bib11653828_18110911_144028_211_0003_alto.xml-3-11	annotator4	1.0	 	medium	3
bib11653828_18050727_144028_171_0002_alto.xml-4-20	bib19227291_18970417_145289_46_0003_alto.xml-135-8	annotator4	1.0	 	medium	3
bib15975090_18950330_148377_38_0002_alto.xml-7-3	bib19227291_18970417_145289_46_0003_alto.xml-135-8	annotator4	1.0	 	medium	3
bib15873371_18950429_145112_115_0004_alto.xml-49-5	bib19227291_18970417_145289_46_0003_alto.xml-135-8	annotator4	1.0	 	medium	3
bib19225772_18070123_148004_9_0004_alto.xml-3-13	bib11653828_18110911_144028_211_0003_alto.xml-3-11	annotator4	4.0	 	medium	3
bib13506739_18181003_144030_228_0002_alto.xml-5-8	bib13506739_18100424_144030_94_0005_alto.xml-0-12	annotator4	4.0	 	medium	3
bib11653823_18270222_144010_44_0004_alto.xml-3-6	bib13506739_18300115_144030_11_0004_alto.xml-36-13	annotator4	3.0	 	medium	3
bib19227291_18960818_145289_99_0002_alto.xml-46-14	bib11653828_18110911_144028_211_0003_alto.xml-3-11	annotator4	1.0	 	medium	3
bib19277349_18951109_147403_142_0002_alto.xml-215-9	bib11653828_18110911_144028_211_0003_alto.xml-3-11	annotator4	1.0	 	medium	3
bib15873936_18960225_147385_23_0004_alto.xml-85-5	bib19227291_18970417_145289_46_0003_alto.xml-135-8	annotator4	1.0	 	medium	3
bib15761570_18950403_146176_58_0003_alto.xml-113-3	bib11653828_18110911_144028_211_0003_alto.xml-3-11	annotator4	0.0	 	medium	3
bib15873371_18950802_145112_207_0002_alto.xml-8-49	bib11653828_18110911_144028_211_0003_alto.xml-3-11	annotator4	0.0	 	medium	3
bib11653830_18960601_146968_44_0002_alto.xml-15-0	bib11653828_18020317_144028_62_0002_alto.xml-11-9	annotator4	3.0	 	medium	3
bib19277277_18950702_147683_176_0006_alto.xml-111-25	bib15761097_18950423_145020_48_0004_alto.xml-2-0	annotator4	1.0	 	medium	3
bib15873371_18950802_145112_207_0003_alto.xml-130-5	bib11653828_18110911_144028_211_0003_alto.xml-3-11	annotator4	0.0	 	medium	3
bib19277349_18950207_147403_18_0004_alto.xml-50-14	bib11653828_18110911_144028_211_0003_alto.xml-3-11	annotator4	1.0	 	medium	3
bib19225758_18950629_144022_148_0008_alto.xml-123-14	bib11653828_18110911_144028_211_0003_alto.xml-3-11	annotator4	1.0	 	medium	3
bib15650814_18950723_146365_169_0003_alto.xml-78-19	bib19227291_18970417_145289_46_0003_alto.xml-135-8	annotator4	0.0	 	medium	3
bib15761097_18950423_145020_48_0004_alto.xml-2-0	bib15761097_18950418_145020_46_0003_alto.xml-2-0	annotator4	4.0	 	medium	3
bib19277277_18950702_147683_176_0006_alto.xml-111-25	bib11653828_18110911_144028_211_0003_alto.xml-3-11	annotator4	1.0	 	medium	3
bib11653790_18990224_145648_15_0004_alto.xml-92-13	bib15650837_18950730_146391_174_0004_alto.xml-84-30	annotator4	1.0	 	medium	3
bib11653790_18990224_145648_15_0007_alto.xml-45-1	bib11653828_18110911_144028_211_0003_alto.xml-3-11	annotator4	0.0	 	medium	3
bib11653828_17940203_144028_27_0003_alto.xml-3-29	bib11653828_18110911_144028_211_0003_alto.xml-3-11	annotator0	1.0	 	medium	3
bib15975090_18950330_148377_38_0002_alto.xml-7-3	bib19225792_17970303_147359_9_0008_alto.xml-3-4	annotator0	0.0	OCR-error (sent 1 is probably “medlemmar”)	medium	3
bib19227291_18950713_145289_83_0003_alto.xml-36-8	bib11653828_18050222_144028_45_0003_alto.xml-0-12	annotator0	3.0	 	medium	3
bib11653823_18270531_144010_125_0002_alto.xml-0-7	bib19227291_18970417_145289_46_0003_alto.xml-135-8	annotator0	1.0	 	medium	3
bib15760690_18950824_145050_129_0004_alto.xml-42-4	bib19227291_18970417_145289_46_0003_alto.xml-135-8	annotator0	4.0	 	medium	3
bib19227462_18951118_147640_269_0002_alto.xml-208-10	bib11653828_18110911_144028_211_0003_alto.xml-3-11	annotator0	4.0	 	medium	3
bib19225772_17941219_148003_101_0003_alto.xml-3-88	bib13506739_18250407_144030_78_0002_alto.xml-5-86	annotator0	1.0	 	medium	3
bib11653838_19000831_147024_35_0004_alto.xml-58-4	bib19227291_18970417_145289_46_0003_alto.xml-135-8	annotator0	0.0	OCR-error (sent 2 is probably “medlet”)	medium	3
bib19225758_18950506_144022_104_0005_alto.xml-220-14	bib11653828_18110911_144028_211_0003_alto.xml-3-11	annotator0	2.0	 	medium	3
bib19277346_18251112_147394_45_0004_alto.xml-4-11	bib19225758_18950506_144022_104_0005_alto.xml-220-14	annotator0	1.0	 	medium	3
bib19225758_18950131_144022_26_0004_alto.xml-68-6	bib11653828_18110911_144028_211_0003_alto.xml-3-11	annotator0	0.0	OCR-error and/or insufficient context	medium	3
bib15650837_18950821_146391_193_0004_alto.xml-57-16	bib19227291_18970417_145289_46_0003_alto.xml-135-8	annotator0	4.0	 	medium	3
bib19227462_18950119_147640_16_0003_alto.xml-112-14	bib11653828_18110911_144028_211_0003_alto.xml-3-11	annotator0	4.0	 	medium	3
bib11653828_18080224_144028_45_0002_alto.xml-9-8	bib19227291_18970417_145289_46_0003_alto.xml-135-8	annotator0	1.0	 	medium	3
bib19225772_18210126_148004_11_0004_alto.xml-5-13	bib11653828_18110911_144028_211_0003_alto.xml-3-11	annotator0	0.0	OCR-error (sent 1 is probably “möbler”)	medium	3
bib15873371_18950802_145112_207_0003_alto.xml-130-5	bib11653828_18110911_144028_211_0003_alto.xml-3-11	annotator0	4.0	 	medium	3
bib11653811_19030703_145317_100_0004_alto.xml-49-42	bib19227291_18970417_145289_46_0003_alto.xml-135-8	annotator0	2.0	 	medium	3
bib19225792_17970303_147359_9_0008_alto.xml-3-4	bib11653790_18960313_145648_11_0006_alto.xml-219-14	annotator0	3.0	 	medium	3
bib11653811_18971124_145317_182_0001_alto.xml-7-7	bib19227291_18970417_145289_46_0003_alto.xml-135-8	annotator0	4.0	 	medium	3
bib13506739_17980830_144030_199_0006_alto.xml-9-19	bib19227291_18970417_145289_46_0003_alto.xml-135-8	annotator0	0.0	OCR-error (sent 2 is probably “möbler”)	medium	3
bib15873371_18950429_145112_115_0004_alto.xml-49-5	bib11653806_18040822_145120_94_0003_alto.xml-7-18	annotator0	0.0	OCR-error (sent 2 is probably “medici”)	medium	3
bib19225772_17941219_148003_101_0003_alto.xml-3-88	bib11653828_18110911_144028_211_0003_alto.xml-3-11	annotator0	2.0	 	medium	3
bib11653838_19011213_147024_50_0004_alto.xml-70-25	bib19227291_18970417_145289_46_0003_alto.xml-135-8	annotator0	0.0	OCR-error (sent 2 is probably “uthi medler tijdh”, an obsolete form for “emellertid”)	medium	3
bib13506739_18181003_144030_228_0002_alto.xml-5-8	bib13506739_18100424_144030_94_0005_alto.xml-0-12	annotator0	4.0	 	medium	3
bib19277277_18300709_147682_155_0006_alto.xml-4-11	bib11653828_18110911_144028_211_0003_alto.xml-3-11	annotator0	0.0	OCR-error (sent 1 is probably “möbler”)	medium	3
bib15873936_18960225_147385_23_0004_alto.xml-85-5	bib19227291_18970417_145289_46_0003_alto.xml-135-8	annotator0	4.0	 	medium	3
bib15873371_18950802_145112_207_0002_alto.xml-8-49	bib11653828_18110911_144028_211_0003_alto.xml-3-11	annotator0	4.0	 	medium	3
bib19227291_18960421_145289_48_0003_alto.xml-69-25	bib11653828_18110911_144028_211_0003_alto.xml-3-11	annotator0	2.0	 	medium	3
bib11653790_19011108_145648_88_0003_alto.xml-105-35	bib11653828_18110911_144028_211_0003_alto.xml-3-11	annotator0	4.0	 	medium	3
bib19277277_18950330_147683_87_0004_alto.xml-11-5	bib15650835_18950626_146472_54_0003_alto.xml-125-28	annotator0	4.0	 	medium	3
bib11653790_18990224_145648_15_0004_alto.xml-92-13	bib15650837_18950730_146391_174_0004_alto.xml-84-30	annotator0	4.0	 	medium	3
bib11653790_18980610_145648_44_0008_alto.xml-71-10	bib11653828_18110911_144028_211_0003_alto.xml-3-11	annotator0	4.0	 	medium	3
bib15761097_18950423_145020_48_0004_alto.xml-2-0	bib19227291_18970417_145289_46_0003_alto.xml-135-8	annotator0	1.0	 	medium	3
bib13506739_17920123_144030_18_0001_alto.xml-2-4	bib11653828_18110911_144028_211_0003_alto.xml-3-11	annotator0	0.0	OCR-error and/or insufficient context	medium	3
bib11653828_18050727_144028_171_0002_alto.xml-4-20	bib19227291_18970417_145289_46_0003_alto.xml-135-8	annotator0	0.0	OCR-error (sent 2 is probably “medici”)	medium	3
bib15873371_18950121_145112_20_0002_alto.xml-49-32	bib11653825_18011221_145134_151_0003_alto.xml-3-48	annotator0	1.0	 	medium	3
bib19225758_18950803_144022_178_0006_alto.xml-148-36	bib11653828_18110911_144028_211_0003_alto.xml-3-11	annotator0	4.0	 	medium	3
bib15650837_18260429_146391_34_0004_alto.xml-8-53	bib11653828_18200622_144028_142_0004_alto.xml-0-18	annotator0	3.0	 	medium	3
bib15975090_18950330_148377_38_0002_alto.xml-7-3	bib19227291_18970417_145289_46_0003_alto.xml-135-8	annotator0	0.0	OCR-error (sent 2 is probably “medlemmar”)	medium	3
bib19277301_18950701_145146_53_0003_alto.xml-41-2	bib11653838_19000302_147024_9_0003_alto.xml-134-7	annotator0	4.0	 	medium	3
bib11653811_18960907_145317_137_0003_alto.xml-121-5	bib19227291_18970417_145289_46_0003_alto.xml-135-8	annotator0	4.0	 	medium	3
bib19227462_18950906_147640_207_0004_alto.xml-17-6	bib11653806_18030527_145120_55_0004_alto.xml-12-6	annotator2	4.0	 	medium	2
bib11653828_18281206_144028_281_0003_alto.xml-0-0	bib19277277_18261128_147682_277_0002_alto.xml-6-24	annotator2	0.0	 	medium	2
bib19277277_18950702_147683_176_0006_alto.xml-111-25	bib19225772_18210608_148004_66_0004_alto.xml-3-2	annotator2	1.0	 	medium	2
bib11653806_18080830_145120_96_0008_alto.xml-8-6	bib19225772_18210608_148004_66_0004_alto.xml-3-2	annotator2	4.0	 	medium	2
bib11653790_19010104_145648_1_0004_alto.xml-155-28	bib11653806_18060819_145120_87_0008_alto.xml-5-6	annotator2	1.0	 	medium	2
bib11653806_18040828_145120_96_0008_alto.xml-4-32	bib13506739_18300115_144030_11_0004_alto.xml-36-13	annotator2	4.0	 	medium	2
bib11653811_19011209_145317_191_0004_alto.xml-121-119	bib13506739_18300115_144030_11_0004_alto.xml-36-13	annotator2	1.0	 	medium	2
bib11653830_18950424_146968_47_0001_alto.xml-16-6	bib15761097_18950416_145020_45_0004_alto.xml-55-1	annotator2	4.0	 	medium	2
bib13506739_18251216_144030_292_0003_alto.xml-13-33	bib11653830_18950925_146968_110_0001_alto.xml-15-6	annotator2	4.0	 	medium	2
bib15650837_18020512_146391_38_0004_alto.xml-10-17	bib19277277_18300303_147682_51_0001_alto.xml-12-13	annotator2	3.0	 	medium	2
bib11653811_19020329_145317_47_0003_alto.xml-10-27	bib15761097_18950416_145020_45_0004_alto.xml-55-1	annotator2	1.0	 	medium	2
bib11653806_18041114_145120_129_0004_alto.xml-6-37	bib19225772_18210608_148004_66_0004_alto.xml-3-2	annotator2	4.0	 	medium	2
bib19227462_18950123_147640_19_0004_alto.xml-185-5	bib11653830_18950925_146968_110_0001_alto.xml-15-6	annotator2	1.0	 	medium	2
bib11653806_18120606_145120_65_0008_alto.xml-16-4	bib11653806_18030527_145120_55_0004_alto.xml-12-6	annotator2	4.0	 	medium	2
bib19223423_18221030_145063_87_0003_alto.xml-4-8	bib15650837_18260429_146391_34_0004_alto.xml-8-53	annotator2	4.0	 	medium	2
bib13506739_18110429_144030_98_0004_alto.xml-9-27	bib13506739_18250114_144030_10_0002_alto.xml-20-3	annotator2	3.0	 	medium	2
bib19277346_18140226_147394_10_0001_alto.xml-4-44	bib13506739_18300115_144030_11_0004_alto.xml-36-13	annotator2	1.0	 	medium	2
bib19223423_18281224_145063_103_0001_alto.xml-3-14	bib19225772_18210608_148004_66_0004_alto.xml-3-2	annotator2	4.0	 	medium	2
bib11653790_19020701_145648_50_0003_alto.xml-37-3	bib15761097_18950416_145020_45_0004_alto.xml-55-1	annotator2	3.0	 	medium	2
bib11653806_18010320_145120_33_0004_alto.xml-1-36	bib13506739_18181003_144030_228_0002_alto.xml-5-8	annotator2	4.0	 	medium	2
bib19349359_18950831_148383_103_0003_alto.xml-130-20	bib15873371_18950802_145112_207_0002_alto.xml-14-31	annotator2	1.0	 	medium	2
