context_id	word	gold_sense_id	positions	context
nf_1993_746578.txt-7-3	include_vb	0	17-25	5 This hierarchy includes: PREFORMATTED TABLE This hierarchy reflects the concern for both hazardous
news_2006_636096.txt-101-1	include_vb	0	8-15	Options include 3-car garages; additional rooms; extended rooms; fireplaces; skylights, deluxe cabinet selections; full basements, as well as decks and patios.
news_2001_627691.txt-731-18	include_vb	0	99-106	The Houston City Council on Wednesday will take up the issue of whether to allow city employees to include same-sex partners on their health insurance.
mag_2001_411787.txt-0-20	include_vb	0	126-134	@@411787 New models score well in crash tests Recent frontal offset crash tests by the Insurance Institute for Highway Safety included eight midsize sport utility vehicles for 2001 or 2002.
fic_1985_780044.txt-1741-20	include_vb	0	98-105	The children had deserted her in favor of Ben and Jane, and Anne had to keep reminding herself to include Laura in the conversation.
fic_1970_14203.txt-1775-4	include_vb	0	19-27	He could have even included the stick -- but having the President's fingerprints on the murder weapon seemed like a better idea.
nf_1960_774194.txt-1084-45	include_vb	0	261-268	| An exploratory survey of colleges and universities in the United States indicates that, in general, few students keep steady company during their freshman year, but the proportion increases through the sophomore and junior years, rising by the senior year to include two thirds or more of the students, many of them becoming engaged before graduation.
news_1993_655700.txt-13-14	include_vb	0	83-91	If Congress appropriates the full Clinton stimulus package of $ 31 billion - which includes job-retraining funds and tax incentives for small businesses - more jobs would be created.
mag_2007_390391.txt-28-21	include_vb	0	136-144	After providing a brief review of his painting techniques, Handell offered specific comments about some of the landscapes and portraits included in the retrospective exhibition.
mag_1976_253292.txt-23-10	include_vb	0	55-63	"Although she was considered "" promising, "" her credits included only a few mixed-review films (Two People, The Paper Chase) and occasional one-shot appearances on TV shows."
nf_2002_746986.txt-83-2	include_vb	0	16-24	This technology includes the addition of quick lime and bulking agents to the raw residual and the recycling of compost to aid in the
mag_1979_490823.txt-207-1	include_vb	0	5-13	have included the 1978 Wimbledon final, in which he was in charge all the way 6-2, 6-2, 6-3?
mag_1994_408002.txt-18-14	include_vb	0	70-78	As far as possible, lead a disciplined, trigger - free lifestyle that includes vigilance in sleeping and eating schedules and daily exercise.
nf_1999_773781.txt-856-6	include_vb	0	40-48	"These structures and practices may have included clandestineness, democratic or bureaucratic centralism, abstention frenn elecFREEDOM // total politics or the use of elections for merely "" pedagogical "" purposes, and a preparedness to resort to such militant tactics as general strikes, land seizure,"
nf_1985_774182.txt-1050-13	include_vb	0	85-93	Melanesia, Micronesia and Polynesia Melanesia lies to the northeast of Australia and includes New Caledonia, the New Hebrides, the Solomon Islands, Fiji and New Guinea.
mag_2006_398584.txt-26-10	include_vb	0	60-68	The 1997 Microcredit Summit in Washington, D.C. -- sponsors included the World Bank, MasterCard and JPMorgan -- vaulted microlending onto the world stage.
fic_1984_782027.txt-8152-29	include_vb	0	132-140	If you want to know the truth, whatever I did I did against both -- because both were guilty, all of us turned into animals, myself included.
news_1985_671426.txt-70-20	include_vb	0	90-97	"When the time comes, "" he said, "" they ' ll just change the requirements in Washington to include our law, and the manufacturers will be let off the hook. """
nf_1960_774212.txt-1513-41	include_vb	0	271-279	In fact, some practices may be unsusceptible of legislative prohibition through difficulty of either definition or detection, and the fine line between legal and illegal is always difficult to locate precisely.34 Ultimately the problem of honesty in conducting campaigns includes more than following legal practices and avoiding illegal ones.
news_1964_723766.txt-16-6	include_vb	0	34-42	Besides Mr. Walsh, the commission includes Manly Fleischmann, Buffalo lawyer, and William C. Warren, dean of the Columbia University Law School.
nf_2002_746523.txt-238-19	include_vb	0	130-138	When the European Union officially invited candidate countries to apply for accession, the first tranche of fast-track applicants included Poland, Estonia, Czech Republic, Hungary, and Slovenia.
fic_1975_780106.txt-1689-40	include_vb	0	195-203	Willing hands reached forward to help him; and simply by allowing those who wanted to take a closer look push him to one side -- after all, it wasn't everyone whose walking tour of the Holy City included attempted murder -- Dutch soon found himself at the back of the crowd which was still gathering.
nf_2002_776179.txt-207-2	include_vb	0	8-16	", which included requirements for decent working conditions and minimum pay along with environmental safeguards; narrowing the gap between rich and poor by eliminating tax breaks to corporations that pay "" below living wages ""; opposing "" fast track "" authority for trade agreements and democratizing the World Trade Organization tribunals; a moratorium on the death penalty and the unworkable, provocative, costly missile defense system."
mag_1996_426265.txt-38-21	include_vb	0	120-127	There are ambitious proposals to change the nature of the network or extend the TCP/IP protocol so that the address can include information about packet content.
fic_1998_43724.txt-0-19	include_vb	0	116-123	@@5724 Rebecca Ore's shorter fiction has been collected in Alien Bootlegger and Other Stories and her recent novels include Slow Funeral and Gaia's Toys.
mag_1993_409305.txt-48-2	include_vb	0	10-17	The fungi include mushrooms, bread molds, and a host of ubiquitous allies from the cause of athlete's foot to the mycelium that may be swallowing Michigan (see my column of July 1992).
news_2004_661031.txt-46-2	include_vb	0	12-20	The meeting included reports on member activities in Germany, Puerto Rico, Canada, and Brazil.
mag_1993_410504.txt-149-7	include_vb	0	39-47	Campbell led the 11-member team, which included representatives of the Canadian Council of Churches, the Mexican Protestant Federation, the United Church of Christ, the
nf_1996_773975.txt-184-13	include_vb	0	68-76	"(For future reference, it is worth noting that color was explicitly included to make it likely that one of the variables would be seen as noncausal, and in fact "" most "" subjects selected color as the variable least likely to make a difference.)"
news_2004_635134.txt-90-3	include_vb	0	16-23	"The town houses include an adjacent boat slip on Boone Lagoon on the Fox River. """
nf_1965_773962.txt-461-19	include_vb	0	96-103	While we were talking the telephone rang and she dealt with a request for a trade reception, to include refreshments after a fashion parade.
nf_1994_746852.txt-188-1	include_vb	0	5-13	That includes those to whom we teach physics, both those few who are on the road to membership in our club and the many who are not.
nf_1986_773571.txt-691-22	include_vb	0	123-131	The Agrarians, Social Democrats, Liberals, and // Swedish and Communist parties were all in agreement on the tax increases included in the outgoing government's stabilization program.
news_1964_724117.txt-9-29	include_vb	0	177-185	IUD officials, who have only lately given it a strong push, report more than two dozen multi-union committees are now contemplating joint bargaining with multi-plant employers; included are Armour &; Co., Campbell Soup Co., Johns Manville Corp., Borg-Warner Corp., Sperry Rand Corp., Union Carbide Corp.
mag_1982_490853.txt-74-33	include_vb	0	181-189	Afterward, the musicians and about a hundred guests gathered on the twelfth floor of the United States Mission to the United Nations, just across First Avenue, for a reception that included cocktails, crudites, and artichoke souffle.
mag_1997_392033.txt-24-35	include_vb	0	201-209	His book about Norwegian wood carving, published in 1878, was a further stimulus to the development of the dragon style.2 In the same year the Norwegian pavilion at the Exposition Universelle in Paris included dragons on the gables and became the model for the country's pavilions at the international expositions in Chicago in 1893 and Paris in 1900.
news_1989_668973.txt-67-14	include_vb	0	89-97	"Sandy Longton, president of the Mayfair Civic Association, a community organization that includes part of Portage Park, and chairman of the Coalition to Save the Ramps and Bridges, says all three aldermen have been concerned and cooperative on the issue. """
fic_2009_36481.txt-2-9	include_vb	0	46-53	"The timing was almost perfect, allowing me to include the story for The Alpine Advocate's weekly deadline. """
news_1985_670000.txt-1-2	include_vb	0	12-20	The project includes adding 42, 000 square feet to one plant to build a new engine and retooling another plant to produce new engine parts.
mag_2004_394946.txt-120-6	include_vb	0	48-56	Conservatives complain that Kinsey's interviews included prisoners and gay-bar swingers in New York, who gave stories from America's wilder side.
news_1975_731715.txt-118-4	include_vb	0	29-36	Letters for publication must include the writer's name, address and telephone number.
mag_2004_414088.txt-142-2	include_vb	0	10-18	The deals included Coke's 1986 creation of CocaCola Enterprises, a $1.2 billion IPO.
news_1997_632240.txt-93-2	include_vb	0	10-18	"The guide includes character sketches, tons of trivia, factoids and catchphrases. """
mag_1989_327876.txt-11-5	include_vb	0	26-33	The young announcers, who include Kenny Rogers Jr., son of the country-and-western singer, will even spring pop quizzes on their viewers.
mag_1961_477867.txt-225-15	include_vb	0	83-91	Soon the president and other high officials left the country for a world tour that included Djakarta, Peking, Moscow, the UN headquarters, and Havana.
mag_2000_409170.txt-9-8	include_vb	0	36-44	The first event, held November 1-8, included 17 students from Russia, Finland, and Sweden; Moscow participated as a separate entity.
news_1981_670933.txt-31-7	include_vb	0	46-53	Other matters under challenge by the refugees include previous rulings that such prisoners, since they are technically not in the United States, do not have ordinary constitutional rights.
nf_1991_773986.txt-56-1	include_vb	0	6-13	These include (1) internal consistency, (2) consistency // with
nf_1994_773479.txt-408-2	include_vb	0	12-20	This effort includes observation of all activities of the boxing squad at Wisconsin in practice or in competition, a comprehensive examination utilizing special techniques before, after, and at
mag_1997_397965.txt-4-29	include_vb	0	164-171	These voices speak on the big issues and the microscopic details, the whole world and the small universe of psychology Their number has expanded in recent years to include not only noted psychologists, but others-writers, actors, scientistswith insight into the human condition.
nf_1968_773850.txt-898-46	include_vb	0	232-239	This can then yield a response curve (provided a sufficient range is chosen): or secondly one can take say four levels of the first limiting amino acid at equal intervals, two either side of the performance peaks, and at each level include say four levels of the second amino acid.
news_1998_626737.txt-5-14	include_vb	0	64-71	But the terms of his contract, provided to the Chronicle by UH, include several ways in which he can obtain thousands of dollars in additional income if he is able to
nf_1971_773658.txt-366-24	include_vb	0	136-143	It follows that, unless a policy of ruthless exploitation and contempt for native needs and abilities is adopted, all such schemes must include provision for education and a general raising of living standards.
nf_1978_773552.txt-826-11	include_vb	0	56-64	Gutman quotes a slave ship captain whose diary in 1682, includes this pas-sage:...
news_1972_730544.txt-3-2	include_vb	0	17-25	This uncertainty includes the young man unsure of holding his job in an area of high unemployment and factory closures due to violence..
mag_1992_408689.txt-124-10	include_vb	0	70-77	Large corporations often have elder care resources for employees that include literature, videotapes, and seminars on topics ranging from guilt to finances
mag_1989_329954.txt-21-32	include_vb	0	151-158	Espionage will go on, of course, but presumably it will be of the corporate kind, waged among Japan, Korea and the European Community, which is apt to include Czechoslovakia, Hungary, Poland, what used to be called East Germany, and (as an associate
news_2005_608702.txt-89-9	include_vb	0	46-54	"Armstrong and Ritter said that as long as she includes investors in the venture, it might be a good idea, and would even support her borrowing money to get it off the ground. """
fic_1993_16189.txt-2128-5	include_vb	0	18-25	-- 79 -- ANGLE TO INCLUDE SID AND BETH SIDThat's about the saddest thing there is.
nf_2007_747138.txt-68-15	include_vb	0	100-108	While no demographic data were collected on the participants, the middle school demographic profile includes 57% Caucasian, 20% African American, 9% Asian, 8% Hispanic, and approximately 6% multiracial.
nf_1986_774269.txt-91-3	include_vb	0	30-38	More specific recommendations included extending regional research activity to include nonstation participants, establishing joint
mag_1986_332962.txt-8-3	include_vb	0	24-31	"The hardiest perennials include "" The Choking Doberman, "" a gruesome tale synthesized from two old legends: "" The Witch and the Telltale Wound "" and "" The Misunderstood Pet. """
news_1988_670729.txt-35-12	include_vb	0	63-71	"// These montages are brief but mesmerizing, and the film also includes discussion of Western influences on Japanese film makers, with excited references to Griffith ' s "" Broken Blossoms "" and Chaplin ' s "" Woman of Paris. """
nf_1987_774190.txt-610-10	include_vb	0	47-54	Our FSR group's role expanded a second time to include the negotiation of collaborative agreements and involvement in the planning and budgeting process of INTSORMIL.
fic_1991_16780.txt-3428-14	include_vb	0	61-68	SCENE 39 - MS CAMERA DOLLIES BACK WITH MARIA, IN COSTUME, TO INCLUDE SZANTO.
fic_2001_45723.txt-4-3	include_vb	0	21-28	His current projects include the television series 100 Centre Street and the forthcoming film America's Sweethearts.
nf_1980_774261.txt-1476-5	include_vb	0	21-28	In rare cases, these include inflammations of the heart or its lining, the lungs and pleura, not uncommonly the eye, fairly often the peripheral nerves, the skin, and so forth.
news_1970_728719.txt-13-25	include_vb	0	125-133	"Dr. LeRoy Bates, vice president for medical affairs at HIP, said that "" at the moment, hospital - affiliated clinics are not included in our program. """
mag_1960_477536.txt-359-15	include_vb	0	85-92	This should not only embrace as yet untested missiles like the Minuteman, but should include our operational ICBMs as a stopgap.
mag_1995_414309.txt-5-8	include_vb	0	42-49	During his brief career, which would only include five albums, Hendrix forever changed the course of
mag_1997_428156.txt-120-28	include_vb	1	175-183	Although trust and independence are important, Eileen Woodford, NPCA's Northeast regional director, points out that the Park Service should have an established framework that includes criteria to ensure the agency receives the desired result.
fic_1968_10508.txt-7214-27	word_nn	0	122-127	"Aw, Al, "" Poopie was saying, "" they promised me ap233real great trip with Owsley blues if I got you to confessin your own words what they dictate to you."
fic_1975_10601.txt-6211-16	word_nn	0	62-66	"I don't know how much else, I am daunted to imagine, but that word "" recondition "" is ugly."
fic_1972_10553.txt-1528-7	word_nn	0	28-33	"So how do you know what the words mean? """
fic_1993_25037.txt-147-3	word_nn	0	15-19	Speaking not a word of Chinese would be a problem.
fic_1981_10680.txt-1521-0	word_nn	0	0-4	"Word of their coming preceded them, and in each village crowds of peasants and priests swarmed around Blanc shouting, "" Medan He, abeit, medanite. """
nf_1996_774044.txt-1075-37	word_nn	0	225-230	To have this knowledge implies that children have isolated linguistic constituents (not just the acoustic counterparts of such constituents), appreciate that word groups map to unique events, and can identify which groups of words (in the present case, the verb phrase) form a semantic unit.
fic_1973_10573.txt-134-8	word_nn	0	38-42	I confess to not having listened to a word of the Declaration of Independence.
fic_2005_32787.txt-200-9	word_nn	0	34-38	"Wait, "" she cried, but before the word was uttered, she knew he was gone."
nf_1970_774162.txt-579-10	word_nn	0	53-58	He believed this was caused by the evil influence of words as a karmic force.
fic_2005_28376.txt-88-5	word_nn	0	13-17	Ain't ' is a word that makes you sound like you don't care.
fic_1998_29104.txt-577-14	word_nn	0	60-65	I started to ask him exactly what they had said, but ate my words.
nf_1983_774209.txt-1270-21	word_nn	0	118-122	"The novelist Peter De Vries was caricaturing such liberalism when he wrote of a girl "" who sometimes spelled the same word two different ways in the same paragraph, thereby showing spontaneity. """
fic_1981_780049.txt-256-6	word_nn	0	29-34	"Gershon felt the rise of the words within him. """
fic_1978_10643.txt-2494-14	word_nn	0	73-78	The words were snotty enough, but the tone was insulting beyond any mere words.
nf_2008_774915.txt-54-1	word_nn	0	4-8	"The word "" black "" should be used to describe those persons who have three-fourths or more black blood; "" mulatto, "" those persons who have three-eighths to five-eighths black blood; "" quadroon, "" those persons who have one-fourth black blood; and "" octoroon, "" those persons who have one-eighth or any trace of black blood. """
fic_2007_52245.txt-80-19	word_nn	0	88-93	And that probably saved Ernie's life, because there are a lot of things you can do with words like deer and bear, most of which he didn't have the chance to.
mag_1992_423474.txt-91-36	word_nn	0	250-254	Explicit tests tap conscious knowledge, as when volunteers try to identify previously studied words on a multiple-choice test; implicit tests reveal unconscious influences of memories or perceptions, as when volunteers unwittingly complete ambiguous word fragments with previously studied words.
fic_2009_36723.txt-90-8	word_nn	0	41-46	She scowled at the way he emphasized his words, and Pru jeered, Maybe he's smarter than you think.
fic_2004_780517.txt-563-7	word_nn	0	37-42	Drew appears STUNNED, unable to form words so Parker speaks for her.
fic_2007_34031.txt-271-17	word_nn	0	86-90	For a second she wondered if a person with a real case of amnesia would recognize the word amnesia.
fic_1960_10397.txt-444-1	word_nn	0	4-8	"The word would have gone out that we were tough guys when it came to having our picture taken, and cameramen -- I don't care whether they're Siamese or Siberian -- always have to prove that nobody's too tough to be photographed. """
fic_2001_27293.txt-79-12	word_nn	0	55-59	"And no matter what else she said, shed always drag the word "" anus "" in somehow."
news_1995_631321.txt-51-9	word_nn	0	37-41	a football fan, for lack of a better word, so it was always a kick for me to play in that game, knowing I'd be part of history.
fic_1987_10764.txt-9465-8	word_nn	0	46-50	At two-thirty Sunday morning Laura was at her word processor in the office adjacent to the master bedroom, dressed in pajamas and a robe, sipping apple juice, and working on a new book.
fic_2004_780510.txt-2075-11	word_nn	0	51-56	Although his voice is muffled, we can hear Kumar's words.
fic_1977_10623.txt-2701-38	word_nn	0	201-206	"As an experiment you might even want during the course of this year to try living without any classroom terminology at all, to relinquish "" plot "" and "" character "" right along with those very exalted words with which not a few of you like to solemnize your observations, such as "" epiphany, "" "" persona, "" and, of course, "" existential "" as a modifier of everything existing under the sun."
fic_1972_10558.txt-1816-22	word_nn	0	92-97	I am in my seventy-second year, and the end of my life comes toward me; I wish to say these words before the gods close my eyes forever.
mag_1999_408921.txt-13-0	word_nn	0	0-5	"words to Cardinal Jaime Ortega Alamino, archbishop of Havana, were, "" No triumphalisms, please! """
fic_2000_31825.txt-723-12	word_nn	0	43-47	To us, it looks as if the word sail is the word fail.
mag_2006_397749.txt-34-22	word_nn	0	119-124	In a reversal of this task, participants then rapidly press the same key in response to either black faces or pleasant words and another key when shown either white faces or unpleasant words.
fic_1982_780033.txt-3807-1	word_nn	0	4-9	"The words you were to think came from me. """
fic_1999_45243.txt-134-6	word_nn	0	26-31	If only he knew with what words to begin.
mag_1986_331469.txt-6-5	word_nn	0	25-30	The relocation, in other words, was based on race, not urgency.
fic_2002_47105.txt-535-14	word_nn	0	63-68	It would've broke your heart to see how deep that harpy's ugly words wounded him.
fic_1970_23872.txt-947-21	word_nn	0	101-105	To Absalom, who brings him bad news like a challenge: and then stands before him, declaring in every word and gesture, as David interprets them, that he is incapable of meeting the challenge.
fic_1998_43351.txt-87-5	word_nn	0	23-28	Her head lowered as my words fell on her, but now her forehead tips up and her eyes come into view, already hardening.
fic_1976_23910.txt-86-8	word_nn	0	43-47	With over 24,000 phrases showing you how a word is used in context.
fic_1993_25032.txt-1253-18	word_nn	0	101-106	Lucinda Tavistock was shy and sensitive; her arrogant and angry brother, Peter, would defend against words aimed at his fears and needs.
mag_1975_290542.txt-36-9	word_nn	0	51-56	A perhaps marketable, boy-next-door look, in other words.
fic_1970_14179.txt-2133-18	word_nn	0	89-94	But he got it into his little head that he could come here and demolish Harold Ryan with words.
fic_1962_781986.txt-4149-9	word_nn	0	46-50	"he did not actually hesitate or gulp over the word, but he wanted to gulp? """
fic_2009_36933.txt-71-23	word_nn	0	101-105	""" No, just against -- "" He puffed out a cloud of tobacco smoke, pausing as he searched for the right word. """
fic_1993_25021.txt-1209-11	word_nn	0	48-53	She paused, listening to her words, or to other words echoing under the moonlight.
fic_1981_10674.txt-4561-7	word_nn	0	40-44	totally outside, whatever happens -- my word on that.
news_1997_632257.txt-25-4	word_nn	0	15-19	"Then, when the word "" Oscar "" was mentioned, miraculously it was the best work of his life"
fic_1975_10595.txt-11445-34	word_nn	0	160-164	Her mind thought of that, the peculiar omission, tried to force itself to imagine his face and rig a tale round it, to sort through the language in search of a word which by day she could give him, the necessary word.
nf_1984_774151.txt-1554-10	word_nn	0	50-54	that has been appealed to most frequently, is the word of the creator of the world.
news_1979_734281.txt-25-8	word_nn	0	42-47	Although she had a vocabulary of about 15 words when she first arrived at the hospital front a nursing home, she no longer speaks.
news_2000_633286.txt-98-11	word_nn	0	38-42	"But lately, no one is using the "" s "" word."
mag_1963_441107.txt-252-8	word_nn	0	34-39	let himself go to his wife in the words that she later recalled for Churchill and that he has quoted in The Gathering Storm.
fic_1978_780101.txt-3027-21	word_nn	0	103-108	Look across the greatest city in the whole damn world, he thought, look for answers and see the mystic words of the oracle shining out of the darkness, saying PEPSI-COLA.
fic_2002_14169.txt-197-1	word_nn	0	4-9	"The words "" New Orleans "" vanish from the scrim and are replaced with "" Seattle, "" and some sort of music begins."
nf_1989_774215.txt-2008-21	word_nn	0	120-125	"That intent is clear from the amendments ' legislative history, from their language (the First Amendment opens with the words "" Congress shall make no law."
news_2005_608727.txt-26-2	word_nn	0	8-12	But the word from China's central bank on Tuesday reinforced the
nf_1972_774324.txt-2403-10	word_nn	0	59-63	animosity toward consumer rights that there has not been a word out of the White House or from President Ford favorable to this bill even though he voted for a similar measure in 1971, in the House of Representatives.
fic_1987_10764.txt-2315-4	word_nn	0	29-34	"notified Washington with the words, "" Give my respectsto the dead dog in the White House. """
fic_1965_10458.txt-749-4	word_nn	0	16-21	Fancy, in other words, a world of creatures who swarm like bees toward their own beauty.
mag_2002_415574.txt-12-7	word_nn	0	31-36	"But at the time he wrote those words, Matthews notes, "" I was drinking a lot. """
fic_1993_53862.txt-4-21	word_nn	0	120-125	Although she often argued with him about their responsibility to the community, Jean's husband didn't like listening to words without music and most Wednesdays stayed home, playing board games on his portable computer and watching Court TV.
fic_1984_780068.txt-945-12	word_nn	0	61-65	"About ten minutes later, working on the theory that the last word said before a long pause is the one that sticks, I went back into the wheelhouse and asked: "" Why do you want to know? """
fic_1993_25009.txt-4632-6	word_nn	0	29-34	The ability to sway men with words and that commanding presence which doth draw all eyes can be elevated by certain Styric spells.
fic_1991_53493.txt-1138-18	word_nn	0	79-84	Of all wild things, she broke out smiling; and her lips came open but still no words
fic_1986_10741.txt-6992-10	word_nn	0	52-57	"Still not looking at him directly, she searched for words. """
fic_1981_10686.txt-2101-15	word_nn	0	72-76	"Sheine stared at Chavala, who blathered on as though she hadn't heard a word. """
nf_2009_774537.txt-69-4	word_nn	0	18-22	// I intended the word apartheid to describe a situation where two peoples dwelling on the same land are forcibly segregated from each other, and one group dominates the other.
fic_1970_10527.txt-7983-3	word_nn	0	15-20	My exact exact words were then That I didn't mean, seriously, I am being serious.
fic_1995_53078.txt-614-12	word_nn	0	51-55	"Only after six weeks of his "" groveling "" (Teddy's word) had she returned, conditional on his "" good behavior. """
fic_1987_780088.txt-3395-7	word_nn	0	38-43	"So instead of answering Sken's ironic words, Patience lived up to her name, and quietly asked, "" Why did you wake me? """
news_2005_666462.txt-1-9	word_nn	0	40-45	(UK BLASTS Nightlead sent at 18:25, 869 words.)
nf_1978_773805.txt-432-15	word_nn	0	80-84	Revelation in the Guru Granth Sahib When a Sikh describes the Adi Granth as the word of God he is making a statement which is both exclusive and inclusive.
fic_1979_10654.txt-2769-5	word_nn	0	21-26	God speaks to him in words the saint can hear and can report to others.
fic_1993_25008.txt-912-23	word_nn	0	109-113	But the queen's guards, as subject to the confusion in the court as everyone else, let him through without a word.
fic_1985_10729.txt-5338-15	word_nn	0	56-61	"And let's take the Devil's Road, to use the old queen's words. """
nf_1962_774117.txt-1020-32	word_nn	0	176-180	Now, if the minimum complete statement (the minimum utterance) is two words, we may reasonably conclude that the fundamental structure pattern has two functions; and that each word?
mag_1994_425970.txt-90-18	word_nn	0	86-91	with Sheffer just a few feet away from Hulce, neither actor can catch more than a few words of what the other says.
mag_1998_400893.txt-207-10	word_nn	0	44-48	, pointing my finger at him on cue with the word you, not caring whether my words hurt his feelings.
fic_1998_43220.txt-736-4	word_nn	0	17-22	I could feel his words turning solid in the air, reaching back over the weeks to change yesterday.
news_1962_722485.txt-11-3	word_nn	0	22-27	"Jesus addressed these words to a respectable man, Nicodemus, and Nicodemus was stunned, Graham, said. """
mag_1990_420201.txt-35-4	word_nn	0	15-20	To read us the words, Burns enlisted a remarkably eclectic cast of off-camera voices.
fic_1993_25032.txt-1222-38	word_nn	0	178-182	"She had been lying on hard ground -- only Buster had had a soft bed -- and they must have gone at it quickly, furtively, without a tender touch or a stroking hand or a whispered word, eye into eye. """
fic_1978_782020.txt-612-17	word_nn	0	64-69	""" Tongue in, "" he told her; then, his mouth already open on the words, suppressed the obvious next line which would have been sufficiently clever for the kind of girl he knew, like the pregnant cow in Denham: something about his tongue, her groove."
mag_2007_387613.txt-95-14	word_nn	0	72-77	Finding one's voice isn't just an emptying and purifying oneself of the words of others but an adopting and embracing of filiations, communities, and discourses.
fic_2006_31470.txt-131-11	word_nn	0	54-59	She fell into her housekeeper's arms, hoping for kind words and solace.
mag_1997_356211.txt-18-10	word_nn	0	37-42	"It's his script, and we all know the words, "" said a source close to the plaintiffs. """
